Filename;FSC;SSC;CFSE;SLAM;Flt3;CD16/32;CTV;CD127;CD48;SCA-1;ckit;new_value_CV_VC;Time;Well;Condition;Color;Generation;Original_cell;Culture_time
export_A6 HSC SC2_Vi0.csv;148478,7188;84328,34375;4,267622;485,449463;137,026978;165,555908;38760,86719;60,01075;72,638626;1504,518921;316,518005;3,690093;130,180969;A6;SC2;Vi;0;HSC;24h
export_A7 MPP SC3_CF0.csv;127566,3047;104242,8906;18116,33594;170,726868;2836,631104;1455,657959;103,790192;18,257248;1739,311768;534,548706;143,918121;4,436548;98,82444;A7;SC3;CF;0;MPP;24h
export_A7 MPP SC3_CV0.csv;149643,3125;75146,39063;21336,47656;308,932251;1453,806274;220,745605;23501,33398;165,094574;2017,116943;526,001831;212,433868;6,151981;122,043968;A7;SC3;CV;0;MPP;24h
export_A8 MPP SC3_CF0.csv;106852,7344;74388,83594;20123,77539;265,136993;752,102905;286,206573;53,473511;-110,057518;1448,046265;2287,290283;272,924255;4,265161;12,143489;A8;SC3;CF;0;MPP;24h
export_A8 MPP SC3_CV0.csv;126312,75;77963,03125;18400,57422;310,005554;1616,156006;167,646164;16305,35547;39,011089;1128,711304;1685,816406;165,541977;5,994258;67,369385;A8;SC3;CV;0;MPP;24h
export_A9 ST-HSC SC3_CF0.csv;130230,7031;75113,75;21023,21875;362,617279;542,674194;289,460541;58,673603;181,245102;1737,498535;728,710449;231,918182;4,307088;118,772224;A9;SC3;CF;0;ST-HSC;24h
export_A9 ST-HSC SC3_VC0.csv;114364,9766;66285;12620,72559;21,14703;373,119751;267,449829;43128,23438;13,653541;1439,586914;1955,424072;250,976852;6,177176;145,136276;A9;SC3;VC;0;ST-HSC;24h
export_B1 MPP SC2_CV0.csv;92199,29688;61466,46875;17363,80469;79,366364;940,162231;275,376099;17006,89258;316,123108;441,580231;327,282593;309,624115;5,989385;117,942726;B1;SC2;CV;0;MPP;24h
export_B10 ST-HSC SC3_CV0.csv;110478,6953;65976,54688;20678,79297;759,65863;42,980061;153,939743;15840,97363;14,6473;133,259903;24,697153;248,204102;6,021231;132,201584;B10;SC3;CV;0;ST-HSC;24h
export_B10 ST-HSC SC3_VC0.csv;126841,7734;88873,75;13554,80762;222,100708;304,289215;266,877441;38050,54688;160,253571;1060,085693;337,214783;262,75;6,160635;205,926224;B10;SC3;VC;0;ST-HSC;24h
export_B10 ST-HSC SC3_Vi3.csv;98675,6875;39003,59766;-13,91362;5098,430176;-188,582474;209097,2031;4956,27832;109617,0859;-5363,632813;2052,352051;1644,824341;0;34,072697;B10;SC3;Vi;3;ST-HSC;24h
export_B12 HSC SC3_CV0.csv;127985,6875;57790,82031;17155,96875;1729,248535;71,495171;108,185677;16315,44824;112,436325;68,790741;52,130669;193,536438;5,972941;133,336121;B12;SC3;CV;0;HSC;24h
export_B12 HSC SC3_VC1.csv;104641,5078;70015,74219;10715,75879;824,01355;127,39621;182,805283;34157,85938;38,748314;106,704994;374,901428;200,592438;6,055318;189,326736;B12;SC3;VC;1;HSC;24h
export_B12 HSC SC3_Vi1.csv;100477,9531;58706,14844;1,30579;411,807373;59,296112;105,759171;22830,99609;86,108994;783,710876;236,861206;165,683411;3,163877;49,012089;B12;SC3;Vi;1;HSC;24h
export_B12 HSC SC3_Vi3.csv;72888,78125;45144,29297;-11,119505;6151,052246;-118,136208;210792,0156;4825,216309;77122,71875;-4066,733643;-1026,074707;686,695435;0;71,538948;B12;SC3;Vi;3;HSC;24h
export_B2 MPP SC2_Vi0.csv;106511,1016;74123,28906;3,8353;55,368195;944,773621;296,162384;47453,46484;10,14615;370,040161;243,108398;326,425415;3,719429;164,943222;B2;SC2;Vi;0;MPP;24h
export_B4 ST-HSC SC2_CF0.csv;117590,9063;67357,41406;24511,03711;168,183716;293,733734;760,073486;131,76059;22,667223;554,872131;327,014709;458,752502;4,602662;0,903798;B4;SC2;CF;0;ST-HSC;24h
export_B4 ST-HSC SC2_Vi0.csv;125804,5938;98395,92969;4,025723;485,540649;104,689392;135,364075;50051,10547;157,539642;1178,384766;186,923065;308,385956;3,750677;119,107208;B4;SC2;Vi;0;ST-HSC;24h
export_B4 ST-HSC SC2_Vi2.csv;86119,19531;37293,92578;-0,437032;12956,125;-367,499847;208199,5156;13572,83008;122880,6641;-5993,11377;15451,06445;3042,921387;0;17,601114;B4;SC2;Vi;2;ST-HSC;24h
export_B5 HSC SC2_CV0.csv;92461,25781;47552,10156;14860,98828;1187,708618;26,897926;173,245789;17569,78125;122,005287;558,710693;17,870758;129,855438;5,951586;166,092941;B5;SC2;CV;0;HSC;24h
export_B5 HSC SC2_VC1.csv;130992,9688;69072,84375;10072,67871;1350,024414;107,138969;1907,86084;27865,59766;124,366631;663,166138;157,555084;159,949738;5,973789;14,206291;B5;SC2;VC;1;HSC;24h
export_B5 HSC SC2_Vi0.csv;114561,125;58960,46094;0,649854;1954,929565;122,295929;144,801804;79988,05469;-151,614029;26,054508;1295,657959;353,149658;3,334603;100,404579;B5;SC2;Vi;0;HSC;24h
export_B6 HSC SC2_CF0.csv;150153,5469;79034,39063;22312,96875;1256,764648;120,526802;166,286865;41,393406;-22,546467;51,333233;3508,244385;363,008118;4,218237;67,663826;B6;SC2;CF;0;HSC;24h
export_B6 HSC SC2_CV0.csv;120599,2422;121846,1641;24118,79688;610,433594;67,638481;319,258972;23742,07813;-28,377666;86,904198;102,167252;282,935242;6,192752;60,125923;B6;SC2;CV;0;HSC;24h
export_B7 MPP SC3_CV0.csv;116515,8359;83233,10156;20312,5293;271,429688;631,671082;188,837708;21333,44141;61,680248;966,857239;872,818542;208,542297;6,107158;123,75782;B7;SC3;CV;0;MPP;24h
export_B8 MPP SC3_CF1.csv.1;95040,50781;63702,65625;11563,16504;252,018646;404,31073;888,014954;47,648659;264,194305;938,947083;247,119064;267,228119;4,05959;99,310921;B8;SC3;CF;1;MPP;24h
export_B8 MPP SC3_CF1.csv.2;90655,35938;63506,76172;12277,31836;154,05571;391,237854;1181,137939;81,411873;128,834488;1223,366333;154,194656;171,530518;4,242493;197,633011;B8;SC3;CF;1;MPP;24h
export_B8 MPP SC3_VC0.csv;113794,0469;80004,29688;17019,29297;725,171448;908,235535;369,205231;46043,4375;1,115732;901,536438;2854,036865;92,17598;6,289085;37,542435;B8;SC3;VC;0;MPP;24h
export_B8 MPP SC3_Vi0.csv;173028,9063;132539,2813;6,669111;158,848358;969,792969;1343,071899;43829,73438;281,850922;1118,29187;231,260605;660,830688;3,86493;131,527267;B8;SC3;Vi;0;MPP;24h
export_B9 ST-HSC SC3_CF0.csv;159511,1094;123555,6094;26913,40234;340,889435;702,039795;131,295654;57,240788;243,467545;651,300049;1972,841797;404,194183;4,375346;125,994957;B9;SC3;CF;0;ST-HSC;24h
export_B9 ST-HSC SC3_VC1.csv;179723,1094;147916,7969;11549,6084;174,695007;145,135239;16212,05273;28675,20703;267,554565;417,649048;-165,291336;354,658844;6,024602;89,268883;B9;SC3;VC;1;ST-HSC;24h
export_B9 ST-HSC SC3_Vi0.csv;115428,3516;73629,95313;5,498614;32,901817;258,114502;198,018768;62713,35156;159,970825;1426,069702;375,089325;337,825439;3,915684;73,251152;B9;SC3;Vi;0;ST-HSC;24h
export_C1 MPP SC2_CV0.csv;102202,8516;50716,74609;20326,51172;27,93474;703,083801;220,880768;17812,06836;12,617203;138,433228;260,558411;201,75795;6,05197;38,543331;C1;SC2;CV;0;MPP;24h
export_C10 ST-HSC SC3_CF0.csv;126271,0469;78342,55469;29035,88477;126,976852;266,190613;366,655823;57,898628;91,994583;1290,973267;298,309113;228,077347;4,402166;179,327316;C10;SC3;CF;0;ST-HSC;24h
export_C10 ST-HSC SC3_CV0.csv;125580,7734;94634,85156;21295,13672;186,060471;131,307373;498,189758;18964,125;143,829147;1597,324829;253,868988;268,96933;6,085512;166,483856;C10;SC3;CV;0;ST-HSC;24h
export_C10 ST-HSC SC3_VC0.csv;119184,8672;88471,9375;18002,70898;174,116043;195,22377;451,736267;47690,43359;207,058212;1877,396484;169,100525;546,961548;6,317129;85,061424;C10;SC3;VC;0;ST-HSC;24h
export_C10 ST-HSC SC3_Vi0.csv;137378,6563;117417,3672;10,886266;150,653915;2197,142578;388,869659;58744,69141;111,99942;1138,810181;534,352295;268,546173;4,105354;144,222961;C10;SC3;Vi;0;ST-HSC;24h
export_C10 ST-HSC SC3_Vi3.csv;76723,40625;52779,98047;-16,13273;5522,620605;-221,967117;208251,3125;7090,589844;124463,4609;-6036,129883;10085,63574;2380,327148;0;148,222046;C10;SC3;Vi;3;ST-HSC;24h
export_C11 HSC SC3_CF0.csv;157930,3438;131256,6719;27344,23438;1241,062866;85,198235;189,04097;57,778664;141,548065;932,29657;360,82431;389,9086;4,383096;81,484047;C11;SC3;CF;0;HSC;24h
export_C11 HSC SC3_CV0.csv;140829,3281;100837,0938;20012,23828;1114,375122;154,648697;92,587463;27009,45117;55,011917;557,897278;500,613525;229,677994;6,17503;96,744774;C11;SC3;CV;0;HSC;24h
export_C12 HSC SC3_VC0.csv;137430,1719;121267,0703;19518,09961;2703,689697;67,469666;293,584625;61412,24219;179,11348;1531,733643;105,728668;296,215698;6,419605;151,333603;C12;SC3;VC;0;HSC;24h
export_C2 MPP SC2_CF0.csv;92982,34375;56534,39844;18550,75977;129,9729;1276,861206;258,421997;47,668056;72,848671;416,517242;677,395508;156,322891;4,204874;64,443916;C2;SC2;CF;0;MPP;24h
export_C2 MPP SC2_CV0.csv;122233,8516;78871,65625;19124,92969;116,024414;215,382339;267,292206;18632,37305;56,5956;579,496338;304,173401;343,792236;6,047084;85,505234;C2;SC2;CV;0;MPP;24h
export_C2 MPP SC2_VC0.csv;121528,2656;64646,21875;14693,9541;232,042007;1306,52478;215,208313;40801,30859;82,708237;732,278564;731,876221;212,135254;6,206851;61,446941;C2;SC2;VC;0;MPP;24h
export_C3 ST-HSC SC2_CF0.csv;89311,53906;80673,02344;18420,53516;60,43055;186,068756;282,968994;38,740414;120,496918;676,358337;161,923538;371,797394;4,139026;126,553986;C3;SC2;CF;0;ST-HSC;24h
export_C3 ST-HSC SC2_CV1.csv;74174,23438;60917,70703;9986,827148;49,555031;152,984589;93,919106;12959,56738;124,315742;328,248779;117,021034;248,513367;5,736063;109,936981;C3;SC2;CV;1;ST-HSC;24h
export_C3 ST-HSC SC2_VC0.csv;112075,875;75236,89063;12910,21387;99,31562;770,047974;369,149292;36794,36719;0,617308;612,126709;207,706589;376,686188;6,135364;116,0336;C3;SC2;VC;0;ST-HSC;24h
export_C3 ST-HSC SC2_Vi0.csv;141046,5469;84906,21094;3,650709;134,490494;120,339172;184,179459;43803,92969;82,665169;821,275452;180,838272;491,151276;3,679706;171,968948;C3;SC2;Vi;0;ST-HSC;24h
export_C4 ST-HSC SC2_Vi0.csv;115331,3516;79367,19531;1,880953;51,317009;580,297302;422,996552;53525,04297;89,235855;1305,873657;124,009964;317,32309;3,537609;122,224747;C4;SC2;Vi;0;ST-HSC;24h
export_C5 HSC SC2_CF0.csv;131277,1875;85434,49219;20184,2832;6836,737793;-8,302264;168,579803;40,207699;-156,980042;53,965878;1504,8125;208,223724;4,178522;67,139305;C5;SC2;CF;0;HSC;24h
export_C5 HSC SC2_CV0.csv;104158,8203;77544,96094;18533,03516;1433,148682;108,891327;572,714966;18198,58594;101,407913;803,401428;232,188568;336,110168;6,030195;149,755951;C5;SC2;CV;0;HSC;24h
export_C7 MPP SC3_CV0.csv;127154,2734;109757,0781;19968,57617;642,535095;1475,20105;609,005005;25264,63867;11,750747;1046,845947;2700,247803;252,355499;6,153852;144,778473;C7;SC3;CV;0;MPP;24h
export_C7 MPP SC3_VC0.csv;173624,0781;129576,6484;15550,76172;708,190186;486,139252;557,74707;46105,58594;27,782665;1883,497192;1023,733276;165,306549;6,261788;175,186096;C7;SC3;VC;0;MPP;24h
export_C7 MPP SC3_Vi0.csv;145687,0938;98663,29688;4,373188;554,2677;859,210938;123,18235;48146,8125;42,54509;787,666748;1646,53833;183,377792;3,764188;128,698914;C7;SC3;Vi;0;MPP;24h
export_C8 MPP SC3_CV0.csv;137517,3594;109702,9063;24885,5;32,787853;324,614197;253,292755;22347,27539;-44,840492;573,999268;3217,066406;202,488495;6,18377;73,432396;C8;SC3;CV;0;MPP;24h
export_C9 ST-HSC SC3_CV0.csv;141159,5938;104923,2109;22471,25391;367,455658;231,129471;440,780487;21444,59961;134,255554;508,548157;1040,368774;236,454468;6,13977;102,573952;C9;SC3;CV;0;ST-HSC;24h
export_C9 ST-HSC SC3_VC1.csv.1;121251,8125;83434,57031;10427,83789;330,534424;76,621559;219,549988;25078,6875;36,358501;1284,212769;184,41597;330,310638;5,952071;45,872292;C9;SC3;VC;1;ST-HSC;24h
export_C9 ST-HSC SC3_VC1.csv.2;126857,8047;89134,875;10251,35449;310,928986;137,378555;326,522552;23854,41602;97,052414;1174,157959;116,936928;250,31868;5,931459;73,708221;C9;SC3;VC;1;ST-HSC;24h
export_D1 MPP SC2_CF0.csv;102211,5547;89311,82031;19173,02539;82,700127;251,035858;47,553654;36,137901;158,828583;1056,206665;71,189629;448,616119;4,129966;63,216007;D1;SC2;CF;0;MPP;24h
export_D1 MPP SC2_VC0.csv;130429,2578;91078,98438;14216,31055;861,905212;228,098953;209,45491;44562,72266;1,598707;65,309113;1646,984009;258,707245;6,223783;51,817852;D1;SC2;VC;0;MPP;24h
export_D10 ST-HSC SC3_CF1.csv;111779,3516;68816,28125;10130,17871;203,294052;134,497162;88,135399;54,166016;118,58345;948,700562;60,214851;258,668854;4,058329;120,048965;D10;SC3;CF;1;ST-HSC;24h
export_D10 ST-HSC SC3_Vi0.csv;120555,7734;88618,51563;-0,849741;76,918968;197,232605;244,677322;40948,07422;-236,250519;8,703827;8866,375977;193,529648;0;107,855972;D10;SC3;Vi;0;ST-HSC;24h
export_D11 HSC SC3_CF1.csv;141067,1094;86887,39844;15644,90625;1755,074341;48,800072;94,047714;42,214703;152,936722;980,961426;92,763885;216,026672;4,115246;13,128191;D11;SC3;CF;1;HSC;24h
export_D11 HSC SC3_CV0.csv;107431,3203;69545,49219;31906,23047;2666,493164;173,500748;363,79007;35260,76172;-95,024162;4,051855;2524,259521;105,595329;6,400142;125,890976;D11;SC3;CV;0;HSC;24h
export_D12 HSC SC3_CF0.csv;83503,61719;66542,92188;16762,41016;157,035522;36,16296;67,488495;36,515114;70,891624;267,437225;62,727844;508,510864;4,091892;224,130325;D12;SC3;CF;0;HSC;24h
export_D12 HSC SC3_CV0.csv;108817,7109;79170,375;24240,96289;3517,583496;151,235962;195,938049;20350,75977;-301,32782;20,015839;8448,700195;451,369019;6,146972;213,239105;D12;SC3;CV;0;HSC;24h
export_D12 HSC SC3_VC0.csv;106259,6563;76707,07031;16869,12109;1572,633911;81,265884;220,151337;43210,42969;-17,915691;40,672108;414,445648;331,990326;6,266862;172,491379;D12;SC3;VC;0;HSC;24h
export_D12 HSC SC3_Vi1.csv.1;89755,03125;67672,0625;1,616381;719,952576;99,222771;202,706711;20265,5957;150,149109;528,22937;14,697758;181,382187;3,192801;194,961288;D12;SC3;Vi;1;HSC;24h
export_D12 HSC SC3_Vi1.csv.2;111880,1406;73723,77344;1,350381;684,439514;136,960403;169,568268;20869,22266;122,287323;517,098694;62,75082;171,46904;3,146599;219,705963;D12;SC3;Vi;1;HSC;24h
export_D2 MPP SC2_CF0.csv;108952,1875;57780,99219;18409,42383;108,032921;758,179749;857,639404;55,685642;-17,144058;127,738007;296,296997;276,226654;4,250266;171,703888;D2;SC2;CF;0;MPP;24h
export_D2 MPP SC2_CV0.csv;115177,9844;81287,70313;27624,46484;85,979172;430,398468;2097,698486;17520,66016;28,552652;724,946899;226,518753;671,782654;6,141112;88,637352;D2;SC2;CV;0;MPP;24h
export_D3 ST-HSC SC2_CF0.csv;129531,8516;95475,57813;22785,36133;97,219597;365,076141;9,480374;47,049953;123,161858;587,795898;125,976013;360,510162;4,264006;105,952545;D3;SC2;CF;0;ST-HSC;24h
export_D4 ST-HSC SC2_CF0.csv;164137,5938;84676,07031;22902,38477;223,822571;218,994324;77,586853;67,227394;178,510635;1260,431885;500,333771;640,548035;4,375172;3,719755;D4;SC2;CF;0;ST-HSC;24h
export_D4 ST-HSC SC2_Vi0.csv;134735,9688;87122,83594;1,962429;64,971794;213,494919;78,415512;30680,25195;105,607208;235,099854;19,505257;556,063171;3,379725;192,164993;D4;SC2;Vi;0;ST-HSC;24h
export_D5 HSC SC2_CF1.csv.1;122462,8438;54688,66406;14264,22949;233,86824;54,344627;300,315491;55,337704;116,242538;788,174561;147,983383;473,981934;4,169999;52,814899;D5;SC2;CF;1;HSC;24h
export_D5 HSC SC2_CF1.csv.2;94057,00781;51204,25;12763,98926;216,344833;70,602455;327,375;19,909847;20,43091;541,028381;52,890774;137,125397;3,821951;107,179512;D5;SC2;CF;1;HSC;24h
export_D6 HSC SC2_CV0.csv;100245,2188;53113,21484;21289,08203;923,432678;57,956802;326,029205;25418,98047;-56,383755;450,888947;180,552017;235,121872;6,175386;108,341484;D6;SC2;CV;0;HSC;24h
export_D6 HSC SC2_VC0.csv;94760,34375;81494,14063;17261,46289;1164,06897;46,788254;274,950592;46005,21094;1,31416;63,549114;10,847381;386,787567;6,293169;20,519793;D6;SC2;VC;0;HSC;24h
export_D7 MPP SC3_CF0.csv;98408,78125;52543,12891;16973,43164;332,224609;650,627991;161,786087;46,310993;-19,394341;85,223137;2699,934326;179,439804;4,168715;205,784668;D7;SC3;CF;0;MPP;24h
export_D7 MPP SC3_Vi0.csv;137161,3906;92405,78125;2,061639;-5,429327;1000,138611;278,395599;37641,10938;104,344704;1993,637939;1747,381226;348,044098;3,457664;201,024445;D7;SC3;Vi;0;MPP;24h
export_D8 MPP SC3_CV0.csv;122796,3359;66501,21875;15402,22949;65,535339;977,631104;257,787903;17500,56445;98,855789;1731,727051;276,236237;350,671539;5,96136;76,350494;D8;SC3;CV;0;MPP;24h
export_D8 MPP SC3_VC1.csv;116780,8203;74588,1875;10351,35449;318,63266;750,926941;337,625488;32984,70703;-36,16301;276,696198;2834,267822;301,739105;6,033961;35,127853;D8;SC3;VC;1;MPP;24h
export_D8 MPP SC3_Vi0.csv;155023,8125;123560,6016;2,550627;682,52771;2317,957275;211,827087;53295,45703;85,695618;729,9552;1456,201904;302,0242;3,629817;111,36644;D8;SC3;Vi;0;MPP;24h
export_E1 MPP SC2_VC0.csv;94767,25781;93613,46094;17640,5;80,480301;383,06189;218,596649;52140,08203;54,892853;775,331238;429,380188;670,388;6,338281;196,668686;E1;SC2;VC;0;MPP;24h
export_E11 HSC SC3_CV0.csv;140455,875;127237,7578;21200,05273;1215,402466;493,76944;170,568939;22740,51563;-40,660198;514,304565;3835,984131;253,180222;6,139905;216,578018;E11;SC3;CV;0;HSC;24h
export_E11 HSC SC3_Vi1.csv.1;116832,5625;68166,03906;9,502718;286,592529;134,670929;92,836906;27264,86523;102,941193;1303,127197;172,018036;255,990952;3,827888;7,110693;E11;SC3;Vi;1;HSC;24h
export_E11 HSC SC3_Vi1.csv.2;130076,1797;101828,5781;3,246927;227,438644;80,470352;58,777569;26108,67773;121,223633;1601,466675;201,836121;207,343628;3,484804;16,937681;E11;SC3;Vi;1;HSC;24h
export_E12 HSC SC3_VC0.csv;131298,7656;84248,67969;14945,56445;962,686157;74,051498;173,960861;38990,10547;-109,441902;85,949074;1485,197388;369,394806;6,198121;130,109451;E12;SC3;VC;0;HSC;24h
export_E12 HSC SC3_Vi0.csv;127244,3359;95916,39063;1,286642;5013,350586;30,885801;104,155693;50154,36719;27,290415;40,111977;121,234642;66,697433;3,401019;56,526585;E12;SC3;Vi;0;HSC;24h
export_E2 MPP SC2_CF0.csv;125088,0234;93594,00781;18170,94727;-31,110519;535,180237;1518,843872;79,497688;36,431244;1126,442627;241,695709;587,860718;4,355588;39,578705;E2;SC2;CF;0;MPP;24h
export_E2 MPP SC2_VC1.csv;102297,3906;61661,18359;10115,87109;92,574921;457,343018;240,86203;32376,37109;18,08703;440,768738;1272,157959;246,131882;6,021178;54,131763;E2;SC2;VC;1;MPP;24h
export_E3 ST-HSC SC2_CF1.csv.1;169478,0313;132376,0313;14101,48438;103,542564;99,423668;1917,333862;71,631233;185,389221;1032,787109;27,45863;438,050446;4,245729;38,71685;E3;SC2;CF;1;ST-HSC;24h
export_E3 ST-HSC SC2_CF1.csv.2;151668,2969;124731,2891;13020,57813;64,406036;118,059982;992,452881;56,883911;168,725555;1036,458496;73,087006;427,619385;4,150448;171,089493;E3;SC2;CF;1;ST-HSC;24h
export_E4 ST-HSC SC2_VC1.csv.1;162085,2969;98427,875;8797,542969;153,526276;146,475677;4715,190918;24044,92383;372,453308;486,863068;14,786172;385,941925;5,886936;57,626472;E4;SC2;VC;1;ST-HSC;24h
export_E4 ST-HSC SC2_VC1.csv.2;167764,6563;153425,6875;8439,40625;132,025574;89,98204;5520,829102;23160,57617;299,02002;422,816254;-37,220253;305,093109;5,862666;66,789246;E4;SC2;VC;1;ST-HSC;24h
export_E4 ST-HSC SC2_Vi0.csv;135963,8438;99119,22656;7,880686;222,890366;324,839539;115,072205;73287,89844;-17,112459;279,576202;2400,055908;555,34436;4,074064;101,450562;E4;SC2;Vi;0;ST-HSC;24h
export_E5 HSC SC2_VC0.csv.1;89287,70313;41342,23438;13202,33496;278,825012;70,056549;245,056244;36801,76953;-68,878006;85,942253;-3,678392;248,636658;6,142297;12,962185;E5;SC2;VC;0;HSC;24h
export_E5 HSC SC2_VC0.csv.2;87933,82031;41439,69141;13874,9541;383,788086;51,920124;193,353027;36366,96094;16,496397;100,291115;-1,707052;230,113251;6,153907;32,260574;E5;SC2;VC;0;HSC;24h
export_E5 HSC SC2_Vi0.csv;160303,9219;112734,0234;2,064338;2313,072754;140,704041;102,342476;49163,02734;105,92543;376,220001;348,897308;397,127167;3,540073;36,013039;E5;SC2;Vi;0;HSC;24h
export_E6 HSC SC2_VC0.csv;144931,1406;102617,9297;14627,50488;1117,643433;127,460869;1734,947388;41647,05078;87,858948;655,607788;127,474159;242,98674;6,21176;146,346069;E6;SC2;VC;0;HSC;24h
export_E6 HSC SC2_Vi0.csv;148287,4063;90452,21875;1,368268;730,606628;128,467712;101,520027;45742,92188;60,702888;71,485428;1180,041138;242,968094;3,391634;18,728573;E6;SC2;Vi;0;HSC;24h
export_E7 MPP SC3_Vi0.csv;145217,8594;116467,9141;1,352737;122,926186;466,500092;361,103516;57282,48828;128,578995;1172,963867;658,335999;254,161636;3,457211;180,412109;E7;SC3;Vi;0;MPP;24h
export_E8 MPP SC3_CV1.csv.1;100018,1484;68603,15625;9872,700195;88,652077;980,911072;584,896484;11011,30078;81,043144;704,659119;291,559784;184,41423;5,682504;96,821022;E8;SC3;CV;1;MPP;24h
