FSC;SSC;CFSE;CD48;ckit;CTV;SLAM;SCA-1;Flt3;Time;Color;Well;Condition;Original_cell;Culture_time;Culture_condition;Experiment;Well_experiment;Family
159135;86872,38281;88873,96094;10153,98242;2089,401855;-45,234028;2311,712402;57374,83203;1875,152588;22,560228;CF;E7;SC3;MPP;24h;P+ILs;TT22;E7_TT22;E7CF24hMPPTT22
155524;151451,3125;97007,61719;3283,084961;6023,435059;-22,325332999999997;1265,192993;689,5644530000001;1146,5584720000002;22,777860999999998;CF;E8;SC3;MPP;24h;P+ILs;TT22;E8_TT22;E8CF24hMPPTT22
128974;54175,94141;72888,69531;1002,939697;3757,0812990000004;0,962139;-340,379272;3201,770752;69,190613;23,109688000000002;CF;E9;SC3;ST-HSC;24h;P+ILs;TT22;E9_TT22;E9CF24hST-HSCTT22
138198;74723,67188;64927,59375;634,0595089999999;4900,851074;-17,292963;512,24762;14093,75684;236,625092;23,362133;CF;E10;SC3;ST-HSC;24h;P+ILs;TT22;E10_TT22;E10CF24hST-HSCTT22
143591;81707,78125;62574,96484;-208,99086;2135,83374;-33,856064;14786,396480000001;55861,26953;127,85826899999999;23,595179;CF;E11;SC3;SLAM-HSC;24h;P+ILs;TT22;E11_TT22;E11CF24hSLAM-HSCTT22
139600;60218,76172;65747,5;-168,741409;5021,537109000001;-24,544064000000002;6205,236816;16300,47559;47,121902;23,916695;CF;E12;SC3;SLAM-HSC;24h;P+ILs;TT22;E12_TT22;E12CF24hSLAM-HSCTT22
164550;115827,4688;94212,30469;7054,283691;8715,726563;-33,384106;11209,26758;1457,0897220000002;157,560791;24,185104;CF;F12;SC3;SLAM-HSC;24h;P+ILs;TT22;F12_TT22;F12CF24hSLAM-HSCTT22
153537;99725,57813;87372,1875;779,225891;6910,887695;-39,60117;8309,570313;9163,389648;210,643005;24,517153;CF;F11;SC3;SLAM-HSC;24h;P+ILs;TT22;F11_TT22;F11CF24hSLAM-HSCTT22
150166;87081,82031;78556,66406;411,76080299999995;4924,522949;-18,111279999999997;657,241394;9248,760742;486,63531500000005;24,839113;CF;F10;SC3;ST-HSC;24h;P+ILs;TT22;F10_TT22;F10CF24hST-HSCTT22
128731;70844,27344;69188,98438;564,85498;5226,17627;-8,927124000000001;-59,354457999999994;2869,693604;286,864563;25,132578;CF;F9;SC3;ST-HSC;24h;P+ILs;TT22;F9_TT22;F9CF24hST-HSCTT22
183384;73099,32031;74492,8125;579,0292969999999;3106,304932;-24,022779;197,602097;18672,33398;1041,7150880000002;25,417952;CF;F8;SC3;MPP;24h;P+ILs;TT22;F8_TT22;F8CF24hMPPTT22
143873;100213,4766;72648,3125;14642,44238;3715,7231450000004;-26,055367;-1518,20752;4278,643555;1177,552368;25,678933999999998;CF;F7;SC3;MPP;24h;P+ILs;TT22;F7_TT22;F7CF24hMPPTT22
200269;69367,48438;84993,375;2261,660889;8102,895508;-28,337713;3574,480957;478,235229;204,59169;25,947121;CF;F6;SC2;SLAM-HSC;24h;P;TT22;F6_TT22;F6CF24hSLAM-HSCTT22
148091;61093,41406;67619,375;1035,927856;5741,116211;13,912479999999999;7054,477051000001;1511,411255;105,909225;26,201007999999998;CF;F5;SC2;SLAM-HSC;24h;P;TT22;F5_TT22;F5CF24hSLAM-HSCTT22
131963;70572,95313;87281,74219;2011,658813;5561,958496;-20,089634;-602,264221;2266,686279;340,284332;26,577071999999998;CF;F4;SC2;ST-HSC;24h;P;TT22;F4_TT22;F4CF24hST-HSCTT22
129965;54167,61328;61743,15234;6059,432129;3761,908447;-19,521572;1547,5776369999999;1477,256836;156,634064;26,905018;CF;F3;SC2;ST-HSC;24h;P;TT22;F3_TT22;F3CF24hST-HSCTT22
152620;71108,45313;66825,64063;4640,26709;3127,59082;-12,691175;-42,051888;5548,223145;2324,654541;27,248819;CF;F2;SC2;MPP;24h;P;TT22;F2_TT22;F2CF24hMPPTT22
162062;89733,14063;102442,3438;8661,867188;4973,901367;-31,566291999999997;-62,177849;739,475342;1580,9765630000002;27,611466999999998;CF;F1;SC2;MPP;24h;P;TT22;F1_TT22;F1CF24hMPPTT22
119264;96624,4375;111317,3672;6427,980469;2413,427246;-26,159385999999998;1,932103;500,8974;816,526978;27,933758;CF;G1;SC2;MPP;24h;P;TT22;G1_TT22;G1CF24hMPPTT22
166658;66855,39063;77776,02344;-425,896515;3432,478027;-27,143488;1657,501343;61724,92578;5505,75293;28,233545;CF;G2;SC2;MPP;24h;P;TT22;G2_TT22;G2CF24hMPPTT22
143691;69293,70313;88923,94531;1478,4941410000001;4573,896484000001;-2,3992459999999998;403,938446;2416,994141;336,381561;28,489983000000002;CF;G3;SC2;ST-HSC;24h;P;TT22;G3_TT22;G3CF24hST-HSCTT22
147210;73546,76563;51027,20313;-253,04744;4820,744629;-5,384598;1527,32605;37098,44531;376,871643;28,783558000000003;CF;G4;SC2;ST-HSC;24h;P;TT22;G4_TT22;G4CF24hST-HSCTT22
170124;86357,11719;106169,4219;5370,203125;6093,491699;-72,08144399999999;24015,53906;2934,434326;179,92893999999998;28,998421;CF;G5;SC2;SLAM-HSC;24h;P;TT22;G5_TT22;G5CF24hSLAM-HSCTT22
123740;54554,36328;56599,97266;2658,029785;2699,118164;49,731861;12279,92676;549,255005;9,020916999999999;29,373154;CF;G6;SC2;SLAM-HSC;24h;P;TT22;G6_TT22;G6CF24hSLAM-HSCTT22
144104;68802,23438;55593,234379999994;3985,685303;2385,2114260000003;-29,940777;644,7166139999999;12802,63867;2910,431641;29,627815000000002;CF;G7;SC3;MPP;24h;P+ILs;TT22;G7_TT22;G7CF24hMPPTT22
140824;60841,13281;56545,234379999994;2037,914551;4416,475098;-12,049904;1077,924316;1897,121216;1735,156738;29,95022;CF;G8;SC3;MPP;24h;P+ILs;TT22;G8_TT22;G8CF24hMPPTT22
133906;74776,03125;75025,9375;1942,929443;6765,72998;-14,5133;-371,270782;1846,524536;218,49012799999997;30,242465999999997;CF;G9;SC3;ST-HSC;24h;P+ILs;TT22;G9_TT22;G9CF24hST-HSCTT22
144394;63363,93359;78330,5625;5533,77832;4161,862793;-17,771399;202,610428;2566,9458010000003;-52,787319;30,530721999999997;CF;G10;SC3;ST-HSC;24h;P+ILs;TT22;G10_TT22;G10CF24hST-HSCTT22
159148;70445,625;73325,42188;1004,322876;5077,448242;-39,592468;24590,99805;8712,923828;-162,894058;30,8794;CF;G11;SC3;SLAM-HSC;24h;P+ILs;TT22;G11_TT22;G11CF24hSLAM-HSCTT22
156887;63146,16406;55683,671879999994;3474,709961;3125,632568;-26,607714;5320,905761999999;27193,785160000003;-52,850224;31,162003000000002;CF;G12;SC3;SLAM-HSC;24h;P+ILs;TT22;G12_TT22;G12CF24hSLAM-HSCTT22
161421;75638,78125;83626,0625;6223,094238000001;6107,166992;-47,593674;12038,37793;566,914673;-5,1411370000000005;31,603146000000002;CF;H12;SC3;SLAM-HSC;24h;P+ILs;TT22;H12_TT22;H12CF24hSLAM-HSCTT22
122622;77730,80469;72372,23438;2101,579834;4685,150390999999;-37,803696;19882,76172;4261,585938;340,26474;31,890622999999998;CF;H11;SC3;SLAM-HSC;24h;P+ILs;TT22;H11_TT22;H11CF24hSLAM-HSCTT22
153641;82531,26563;84455,49219;1019,474182;5135,744140999999;-24,751870999999998;127,906921;21998,21875;528,223755;32,189964;CF;H10;SC3;ST-HSC;24h;P+ILs;TT22;H10_TT22;H10CF24hST-HSCTT22
140722;68417,86719;74626,09375;131,29039;6575,363281;-47,845444;14,181436999999999;21786,59961;135,158478;32,407711;CF;H9;SC3;ST-HSC;24h;P+ILs;TT22;H9_TT22;H9CF24hST-HSCTT22
117425;64210,02344;61678,89453;4294,491699;2273,578125;-18,753088;1989,5134280000002;20653,01367;1349,642212;32,721024;CF;H8;SC3;MPP;24h;P+ILs;TT22;H8_TT22;H8CF24hMPPTT22
148377;71103,69531;77152,46094;4457,129395;9292,852539;-12,700660000000001;4746,574707;535,932251;-38,680752000000005;33,061054;CF;H6;SC2;SLAM-HSC;24h;P;TT22;H6_TT22;H6CF24hSLAM-HSCTT22
156952;70192,15625;64982,33203;1670,7446289999998;4580,941406;-33,941883000000004;4465,779297;34407,89453;-81,916481;33,374588;CF;H5;SC2;SLAM-HSC;24h;P;TT22;H5_TT22;H5CF24hSLAM-HSCTT22
147343;60330,62109;61741,96484;8716,962891;2785,100586;-4,785513;1318,0566410000001;10542,19336;64,405869;33,717609;CF;H4;SC2;ST-HSC;24h;P;TT22;H4_TT22;H4CF24hST-HSCTT22
134252;80426,15625;88845,40625;8122,34668;7779,660156;-21,74729;-2,254237;511,24780300000003;463,77288799999997;33,958084;CF;H3;SC2;ST-HSC;24h;P;TT22;H3_TT22;H3CF24hST-HSCTT22
160344;84191,3125;66042,625;8040,412109000001;4318,758301;-27,378738000000002;589,947876;3155,193848;1168,412231;34,197559000000005;CF;H2;SC2;MPP;24h;P;TT22;H2_TT22;H2CF24hMPPTT22
130999;86935,45313;64351,63281;1353,986572;1769,308594;16603,98828;127,973694;49600,63672;1924,1157230000001;1,331579;CV;A1;SC2;MPP;24h;P;TT22;A1_TT22;A1CV24hMPPTT22
185113;109293,1719;93574,46094;2860,800537;2960,5786129999997;12964,43945;2759,362793;102768,7422;1644,2067869999998;1,576172;CV;A2;SC2;MPP;24h;P;TT22;A2_TT22;A2CV24hMPPTT22
153103;68278,63281;80464,23438;522,479431;3279,806641;9533,454102;-369,545715;12517,60059;421,360687;1,917416;CV;A3;SC2;ST-HSC;24h;P;TT22;A3_TT22;A3CV24hST-HSCTT22
149836;78262,73438;71752,24219;936,039246;5925,311522999999;10830,98926;438,666687;31117,2207;-57,060917;2,531962;CV;A4;SC2;ST-HSC;24h;P;TT22;A4_TT22;A4CV24hST-HSCTT22
166556;86186,94531;77867,65625;564,788452;3112,358154;15267,28613;14112,701169999998;16107,53125;80,34859499999999;2,779234;CV;A5;SC2;SLAM-HSC;24h;P;TT22;A5_TT22;A5CV24hSLAM-HSCTT22
150467;59191,79297;68402,39063;5481,891602000001;6304,447265999999;11607,29688;22537,13672;6811,205566;-4,552678;4,2180860000000004;CV;A6;SC2;SLAM-HSC;24h;P;TT22;A6_TT22;A6CV24hSLAM-HSCTT22
158257;75152,07031;74114,39063;4080,259277;3265,572021;12243,35645;-224,70588700000002;27625,10938;2963,322754;4,671387999999999;CV;A7;SC3;MPP;24h;P+ILs;TT22;A7_TT22;A7CV24hMPPTT22
153828;73470,60156;80173,875;1160,310425;3415,3488770000004;9198,832031;1807,015381;69182,02344;2122,923828;4,899712999999999;CV;A8;SC3;MPP;24h;P+ILs;TT22;A8_TT22;A8CV24hMPPTT22
145394;74270,28125;76831,16406;456,71429400000005;3343,7104489999997;9944,105469;1158,4433589999999;19717,67773;458,53088399999996;5,316841999999999;CV;A9;SC3;ST-HSC;24h;P+ILs;TT22;A9_TT22;A9CV24hST-HSCTT22
153230;63977,97266;77073,92188;4852,475098;4080,281982;11406,499020000001;2934,095703;965,5010990000001;86,36369300000001;5,627847;CV;A10;SC3;ST-HSC;24h;P+ILs;TT22;A10_TT22;A10CV24hST-HSCTT22
110539;81267,48438;55747,93359;681,286072;3802,992432;12520,11621;7334,447754000001;16840,37695;20,123482;5,850718;CV;A11;SC3;SLAM-HSC;24h;P+ILs;TT22;A11_TT22;A11CV24hSLAM-HSCTT22
143210;72705,42969;67985,89063;1397,008545;4159,427734000001;10696,71582;7099,858398;35608,23047;201,313431;6,074162;CV;A12;SC3;SLAM-HSC;24h;P+ILs;TT22;A12_TT22;A12CV24hSLAM-HSCTT22
135499;66526,95313;59057,32422;656,888916;6544,64502;10601,42285;8151,692870999999;632,439697;94,434189;6,430048;CV;B12;SC3;SLAM-HSC;24h;P+ILs;TT22;B12_TT22;B12CV24hSLAM-HSCTT22
159171;101760,4766;57772,12109;179,02603100000002;2788,833984;11949,02441;13473,69043;38196,59766;86,220566;6,710335000000001;CV;B11;SC3;SLAM-HSC;24h;P+ILs;TT22;B11_TT22;B11CV24hSLAM-HSCTT22
151395;66977,96094;56695,171879999994;1186,674072;6072,370117;9344,586914;1751,223267;1524,8863529999999;91,435661;6,999713000000001;CV;B10;SC3;ST-HSC;24h;P+ILs;TT22;B10_TT22;B10CV24hST-HSCTT22
147057;80781,96094;78131,83594;2222,661865;2356,408203;11569,77148;512,7265629999999;33923,625;152,78376799999998;7,284689;CV;B9;SC3;ST-HSC;24h;P+ILs;TT22;B9_TT22;B9CV24hST-HSCTT22
154342;78437,66406;57562,68359;3688,734619;3333,841064;11327,07129;689,524109;20554,87305;1023,9405519999999;7,497704;CV;B8;SC3;MPP;24h;P+ILs;TT22;B8_TT22;B8CV24hMPPTT22
153231;73240,92969;52777,69141;3297,407715;4686,429199;12933,57129;-87,834763;870,3568730000001;963,255249;7,709952;CV;B7;SC3;MPP;24h;P+ILs;TT22;B7_TT22;B7CV24hMPPTT22
130573;70448,0;77887,88281;1508,513672;9733,478516;12472,06055;5227,998047;1771,8992920000003;338,183746;8,013110000000001;CV;B6;SC2;SLAM-HSC;24h;P;TT22;B6_TT22;B6CV24hSLAM-HSCTT22
136608;54315,171879999994;47433,40234;4121,499022999999;4151,17334;10590,362309999999;8250,550781;1364,196411;23,540298;8,329282000000001;CV;B5;SC2;SLAM-HSC;24h;P;TT22;B5_TT22;B5CV24hSLAM-HSCTT22
153139;59372,671879999994;90419,77344;943,275085;7477,262206999999;10629,250979999999;1152,47998;543,414856;-149,28479;8,551388000000001;CV;B4;SC2;ST-HSC;24h;P;TT22;B4_TT22;B4CV24hST-HSCTT22
176260;75643,54688;52853,85156;9145,700195;4395,185547;11496,85352;-109,21611000000001;475,493134;108,321999;8,781723;CV;B3;SC2;ST-HSC;24h;P;TT22;B3_TT22;B3CV24hST-HSCTT22
136025;80388,07031;51406,8125;7601,414062999999;3467,960693;12241,48047;1470,4688720000001;5251,754395;977,382629;9,056842999999999;CV;B2;SC2;MPP;24h;P;TT22;B2_TT22;B2CV24hMPPTT22
151486;83096,51563;69870,85156;6799,148926000001;4199,053711;13210,55176;-424,16455099999996;7079,646484000001;856,972839;9,317225;CV;B1;SC2;MPP;24h;P;TT22;B1_TT22;B1CV24hMPPTT22
146003;69556,69531;82935,86719;2345,644287;2834,811035;10350,02637;-337,01611299999996;5587,476074;1052,623535;9,561913;CV;C1;SC2;MPP;24h;P;TT22;C1_TT22;C1CV24hMPPTT22
152893;83714,125;77547,54688;2514,327393;5137,381348;11081,0625;309,04629500000004;8358,018555;9128,787109;9,799809;CV;C2;SC2;MPP;24h;P;TT22;C2_TT22;C2CV24hMPPTT22
127320;80859,3125;54810,21094;9735,30957;6349,21875;15690,27441;-1580,243286;1977,091675;527,6698;10,006507000000001;CV;C3;SC2;ST-HSC;24h;P;TT22;C3_TT22;C3CV24hST-HSCTT22
156377;68113,22656;84121,10156;-24,915668;3024,567627;11183,77734;764,8790280000001;48965,32813;553,324463;10,243828;CV;C4;SC2;ST-HSC;24h;P;TT22;C4_TT22;C4CV24hST-HSCTT22
137663;77052,5;61914,51172;4661,640136999999;4850,898926;12254,57129;17605,45508;2218,090576;16,263985;10,506794000000001;CV;C5;SC2;SLAM-HSC;24h;P;TT22;C5_TT22;C5CV24hSLAM-HSCTT22
183808;97941,76563;91809,69531;899,4760130000001;6726,000977;17189,28125;14851,449219999999;1231,585571;-25,679409;10,793397;CV;C6;SC2;SLAM-HSC;24h;P;TT22;C6_TT22;C6CV24hSLAM-HSCTT22
164066;100942,9453;71321,46094;6684,129395;2785,4646;15210,75586;-599,729126;50363,98828;1595,6096189999998;11,036172;CV;C7;SC3;MPP;24h;P+ILs;TT22;C7_TT22;C7CV24hMPPTT22
161568;71309,5625;89754,5625;2447,4453129999997;5228,939941;12831,52734;-127,76792900000001;4759,714355;681,337341;11,252058;CV;C8;SC3;MPP;24h;P+ILs;TT22;C8_TT22;C8CV24hMPPTT22
151633;81493,58594;83929,51563;2197,438232;6758,136719;12718,000979999999;576,7844240000001;8411,396484;349,488739;11,428325;CV;C9;SC3;ST-HSC;24h;P+ILs;TT22;C9_TT22;C9CV24hST-HSCTT22
163048;81812,50781;74646,32031;4541,085938;5813,196777;10185,38184;287,026611;1979,824707;336,959259;11,723637;CV;C10;SC3;ST-HSC;24h;P+ILs;TT22;C10_TT22;C10CV24hST-HSCTT22
122940;78714,9375;42292,60156;3256,385986;5354,573242;13706,68262;6614,711426;19509,48633;150,021332;11,921147;CV;C11;SC3;SLAM-HSC;24h;P+ILs;TT22;C11_TT22;C11CV24hSLAM-HSCTT22
159076;75248,46094;63559,09375;446,07193;2854,6403809999997;12539,47852;6734,59668;68446,88281;562,540161;12,16555;CV;C12;SC3;SLAM-HSC;24h;P+ILs;TT22;C12_TT22;C12CV24hSLAM-HSCTT22
146761;170923,2813;103475,2656;2620,2265629999997;6494,736328;11697,98535;23534,91406;22685,95898;17,502478;12,552344;CV;D12;SC3;SLAM-HSC;24h;P+ILs;TT22;D12_TT22;D12CV24hSLAM-HSCTT22
133752;105717,2266;83565,375;1072,523926;4125,831543;21439,36133;19889,31641;26860,94336;477,53344699999997;12,767750999999999;CV;D11;SC3;SLAM-HSC;24h;P+ILs;TT22;D11_TT22;D11CV24hSLAM-HSCTT22
158846;83060,8125;75119,94531;407,79983500000003;2089,078857;10419,407229999999;555,347168;63376,89453;573,0721440000001;12,951386999999999;CV;D10;SC3;ST-HSC;24h;P+ILs;TT22;D10_TT22;D10CV24hST-HSCTT22
136483;68504,73438;73804,99219;5211,157227000001;4191,929199;11038,16797;161,525803;15098,52344;286,440857;13,145167;CV;D9;SC3;ST-HSC;24h;P+ILs;TT22;D9_TT22;D9CV24hST-HSCTT22
166723;107571,2422;102104,3828;6897,386719;8332,863281;18828,74609;1022,084045;2736,307129;2312,659424;13,317032999999999;CV;D8;SC3;MPP;24h;P+ILs;TT22;D8_TT22;D8CV24hMPPTT22
152761;75695,90625;93140,11719;1487,313477;3274,8122559999997;10496,33301;697,892517;1781,148315;688,536438;13,511004000000002;CV;D7;SC3;MPP;24h;P+ILs;TT22;D7_TT22;D7CV24hMPPTT22
134610;71320,27344;42876,89063;3925,9182130000004;4807,262695;16226,1377;14192,84961;5232,087890999999;192,177704;13,715216;CV;D6;SC2;SLAM-HSC;24h;P;TT22;D6_TT22;D6CV24hSLAM-HSCTT22
127616;69998,17969;57764,984379999994;165,965057;2452,146729;10014,69629;4237,298828;77555,17969;-333,477203;13,922966;CV;D5;SC2;SLAM-HSC;24h;P;TT22;D5_TT22;D5CV24hSLAM-HSCTT22
154868;64813,35156;91702,59375;5311,634765999999;4470,971191;10233,62695;-1657,555176;7418,896973000001;631,13501;14,17799;CV;D4;SC2;ST-HSC;24h;P;TT22;D4_TT22;D4CV24hST-HSCTT22
152612;85919,19531;51812,60156;1098,260986;2809,767334;12383,50586;803,694946;49978,8125;479,32275400000003;14,556268;CV;D3;SC2;ST-HSC;24h;P;TT22;D3_TT22;D3CV24hST-HSCTT22
168953;85694,28125;95483,22656;6102,152832;7337,763672;9900,90918;-57,14451999999999;781,993713;1493,5115970000002;14,766028;CV;D2;SC2;MPP;24h;P;TT22;D2_TT22;D2CV24hMPPTT22
156094;61891,90234;80616,55469;3678,0974119999996;3223,7763670000004;9761,717773;865,32605;1547,6521;2832,524902;15,011579000000001;CV;D1;SC2;MPP;24h;P;TT22;D1_TT22;D1CV24hMPPTT22
178359;93156,77344;94277,75781;1884,628906;3944,6579590000006;13276,99316;-1564,361206;62161,890629999994;2486,295654;15,309664999999999;CV;E1;SC2;MPP;24h;P;TT22;E1_TT22;E1CV24hMPPTT22
146139;75029,5;66567,41406;6476,582031;3720,874512;14498,763669999998;-624,402283;4971,554688;10422,55664;15,547273;CV;E2;SC2;MPP;24h;P;TT22;E2_TT22;E2CV24hMPPTT22
151049;92316,63281;71305,99219;878,090332;4313,416504;10798,80566;-72,859093;32771,88281;208,049469;15,749091;CV;E3;SC2;ST-HSC;24h;P;TT22;E3_TT22;E3CV24hST-HSCTT22
132794;85271,83594;71259,58594;461,125153;2925,794678;12605,54102;876,8014529999999;2622,004639;550,082581;16,020191;CV;E4;SC2;ST-HSC;24h;P;TT22;E4_TT22;E4CV24hST-HSCTT22
144573;50645,21094;72688,77344;3072,94043;5261,282227000001;10260,0459;3821,7067869999996;547,836853;-42,541298;16,320669;CV;E5;SC2;SLAM-HSC;24h;P;TT22;E5_TT22;E5CV24hSLAM-HSCTT22
134715;56453,60156;49379,05078;3724,865723;4922,054199;10539,22559;6517,771484000001;786,3431400000001;-5,28745;16,576076999999998;CV;E6;SC2;SLAM-HSC;24h;P;TT22;E6_TT22;E6CV24hSLAM-HSCTT22
152606;78663,76563;69106,875;3422,734375;5377,484863000001;10284,18457;-22,547174;3349,191162;934,568909;16,786793;CV;E7;SC3;MPP;24h;P+ILs;TT22;E7_TT22;E7CV24hMPPTT22
146146;77686,77344;70493,22656;8495,59375;2752,596436;13711,3916;-759,1876219999999;11365,86816;2374,200195;17,006315;CV;E8;SC3;MPP;24h;P+ILs;TT22;E8_TT22;E8CV24hMPPTT22
155531;98254,73438;62659,453129999994;5198,09668;3663,4567869999996;14708,174809999999;686,390808;514,254639;293,918396;17,308134;CV;E9;SC3;ST-HSC;24h;P+ILs;TT22;E9_TT22;E9CV24hST-HSCTT22
157480;85065,96094;87567,34375;848,5770259999999;3186,9213870000003;9934,469727;-317,137085;23177,28906;306,976807;17,52957;CV;E10;SC3;ST-HSC;24h;P+ILs;TT22;E10_TT22;E10CV24hST-HSCTT22
162045;73928,75;66688,79688;654,9217530000001;3670,195313;11516,25977;3383,415039;29788,63477;288,06369;17,830811999999998;CV;E11;SC3;SLAM-HSC;24h;P+ILs;TT22;E11_TT22;E11CV24hSLAM-HSCTT22
147082;55189,82422;47670,21094;3826,157715;6473,20166;10832,73242;23575,96875;542,212524;21,442337;18,113970000000002;CV;E12;SC3;SLAM-HSC;24h;P+ILs;TT22;E12_TT22;E12CV24hSLAM-HSCTT22
140202;77991,41406;88032,63281;465,75665300000003;4321,67334;11362,32129;8748,143555;37392,03516;1,517627;18,346027;CV;F12;SC3;SLAM-HSC;24h;P+ILs;TT22;F12_TT22;F12CV24hSLAM-HSCTT22
132521;107737,8438;77006,09375;8304,470703;4271,662598;17067,9707;18522,81055;817,821716;178,89579799999998;18,613014;CV;F11;SC3;SLAM-HSC;24h;P+ILs;TT22;F11_TT22;F11CV24hSLAM-HSCTT22
118987;98836,64844;52150,5625;33,242409;3806,218262;13609,37598;346,20840499999997;36597,34766;599,669983;18,822392999999998;CV;F10;SC3;ST-HSC;24h;P+ILs;TT22;F10_TT22;F10CV24hST-HSCTT22
167784;86748,625;81987,4375;10359,081059999999;4747,580078;12350,82031;-877,595581;12176,30566;562,485718;19,105263;CV;F9;SC3;ST-HSC;24h;P+ILs;TT22;F9_TT22;F9CV24hST-HSCTT22
150681;78775,625;77060,83594;8777,97168;2190,457764;15248,15527;-203,399597;11160,24609;2020,190918;19,284498000000003;CV;F8;SC3;MPP;24h;P+ILs;TT22;F8_TT22;F8CV24hMPPTT22
162151;85574,09375;69857,76563;5191,620605;4169,503906;12918,39551;193,25294499999998;6770,980469;1477,854736;19,500669;CV;F7;SC3;MPP;24h;P+ILs;TT22;F7_TT22;F7CV24hMPPTT22
138210;69177,08594;65380,984379999994;-62,08984399999999;4034,587402;9475,771484;8116,406738;15008,613280000001;68,78595;19,845454999999998;CV;F6;SC2;SLAM-HSC;24h;P;TT22;F6_TT22;F6CV24hSLAM-HSCTT22
135220;51006,97266;46426,66406;1580,954346;3962,786865;10338,36914;10712,125979999999;777,52771;122,206741;20,057512;CV;F5;SC2;SLAM-HSC;24h;P;TT22;F5_TT22;F5CV24hSLAM-HSCTT22
162401;106099,2188;99268,61719;2881,443604;8149,299316;16662,85547;371,729584;2783,5;223,84936499999998;20,308039;CV;F4;SC2;ST-HSC;24h;P;TT22;F4_TT22;F4CV24hST-HSCTT22
158522;85161,16406;74253,625;6250,064453;4582,324707;9806,739258;-829,589172;7932,850586;342,39883399999997;20,545645;CV;F3;SC2;ST-HSC;24h;P;TT22;F3_TT22;F3CV24hST-HSCTT22
158893;87875,55469;69277,04688;1393,126221;4950,605469;9863,022461;2096,0361329999996;23751,98633;655,748596;20,722584;CV;F2;SC2;MPP;24h;P;TT22;F2_TT22;F2CV24hMPPTT22
145804;74445,21094;73249,26563;6051,291992;6267,938965;10840,32422;313,008667;1463,5371089999999;1014,2293699999999;20,995884;CV;F1;SC2;MPP;24h;P;TT22;F1_TT22;F1CV24hMPPTT22
141302;70615,79688;67494,42188;6508,864746;3478,555908;9591,286133;453,899536;22968,31836;977,884888;21,284306;CV;G1;SC2;MPP;24h;P;TT22;G1_TT22;G1CV24hMPPTT22
143269;73462,27344;75667,34375;6981,187988;2092,472168;10326,11133;-1311,287231;27411,72852;4443,688965;21,512249;CV;G2;SC2;MPP;24h;P;TT22;G2_TT22;G2CV24hMPPTT22
149037;62586,86328;99136,52344;2317,2260739999997;5935,456543;9580,430664;232,91680899999997;1262,921875;-13,888857000000002;21,70756;CV;G3;SC2;ST-HSC;24h;P;TT22;G3_TT22;G3CV24hST-HSCTT22
142523;117320,9141;51337,79297;4577,287598;8994,061523;18738,53906;-627,91449;579,764771;557,7236330000001;21,916363;CV;G4;SC2;ST-HSC;24h;P;TT22;G4_TT22;G4CV24hST-HSCTT22
163774;78005,69531;66374,63281;-780,587219;5554,941895;11321,09668;28970,81836;19193,99414;-195,504913;22,277607;CV;G5;SC2;SLAM-HSC;24h;P;TT22;G5_TT22;G5CV24hSLAM-HSCTT22
154377;77454,72656;56378,63281;-82,21818499999999;2525,991943;10854,23242;12124,831059999999;24438,88086;-27,956509000000004;22,500479000000002;CV;G6;SC2;SLAM-HSC;24h;P;TT22;G6_TT22;G6CV24hSLAM-HSCTT22
146265;65121,5625;64348,0625;3864,658203;1949,2746579999998;9463,563477;925,024475;19539,39453;2581,902588;22,718086;CV;G7;SC3;MPP;24h;P+ILs;TT22;G7_TT22;G7CV24hMPPTT22
163911;111428,0391;93291,24219;11342,00781;3229,2036129999997;16072,50684;-1731,7131350000002;12715,518559999999;5681,567871;22,947369000000002;CV;G8;SC3;MPP;24h;P+ILs;TT22;G8_TT22;G8CV24hMPPTT22
155863;86628,4375;82820,4375;4293,827147999999;5137,010254;13201,19141;718,432251;811,1555179999999;579,01825;23,163635;CV;G9;SC3;ST-HSC;24h;P+ILs;TT22;G9_TT22;G9CV24hST-HSCTT22
155475;81273,4375;45344,95313;8613,910156;4051,011475;14849,34473;1895,9709469999998;1770,642334;592,605835;23,396746;CV;G10;SC3;ST-HSC;24h;P+ILs;TT22;G10_TT22;G10CV24hST-HSCTT22
152005;89833,10156;78827,98438;6796,416504000001;7465,374512;13494,32129;4864,635742;550,2175900000001;74,088814;23,676556;CV;G11;SC3;SLAM-HSC;24h;P+ILs;TT22;G11_TT22;G11CV24hSLAM-HSCTT22
143234;64937,11328;77397,60156;4398,033691;5645,54834;12395,42969;6059,325684;739,0948490000001;17,969435;24,013302;CV;G12;SC3;SLAM-HSC;24h;P+ILs;TT22;G12_TT22;G12CV24hSLAM-HSCTT22
120371;129237,5781;81783,94531;849,380493;6185,163574;15966,43164;29230,191410000003;2125,659424;196,677078;24,228613;CV;H12;SC3;SLAM-HSC;24h;P+ILs;TT22;H12_TT22;H12CV24hSLAM-HSCTT22
142748;67026,75;78814,89063;2637,325439;3914,742676;10477,80566;8849,670898;18966,59961;205,129761;24,44335;CV;H11;SC3;SLAM-HSC;24h;P+ILs;TT22;H11_TT22;H11CV24hSLAM-HSCTT22
139263;55150,55078;59295,32422;2914,3745120000003;5480,275879;9865,94043;264,196442;28065,54883;237,355804;24,679714;CV;H10;SC3;ST-HSC;24h;P+ILs;TT22;H10_TT22;H10CV24hST-HSCTT22
