FSC;SSC;CFSE;CD48;ckit;CTV;SLAM;SCA-1;Flt3;Time;Color;Well;Condition;Original_cell;Culture_time
189977;80477,32031;48707,89063;2692,969971;2415,201416;1,553384;159,711563;560,811401;1092,099121;1,719673;CF;A1;SC2;MPP;24h
161980;79111,20313;58116,03125;6866,073242;2433,769775;5,539657;303,700409;20673,55664;2508,082275;1,984712;CF;A2;SC2;MPP;24h
161437;91589,54688;53910,57422;0,940788;8012,695801;13,364988;1123,462524;4409,372559;341,759857;2,174066;CF;A3;SC2;ST-HSC;24h
184996;102375,7031;69073,55469;7349,438477;6718,134277;7,775315;-133,369217;1055,275513;207,445938;2,460232;CF;A4;SC2;ST-HSC;24h
133205;71088,22656;79509,85156;114,475128;2631,062988;-9,884038;8667,066406;6779,213867;-85,930603;2,87946;CF;A5;SC2;HSC;24h
153467;95617,69531;55196,96094;344,718445;4622,305176;-34,50919;4032,581787;18696,87891;-119,774544;3,543394;CF;A6;SC2;HSC;24h
137635;71447,60156;62008,52344;2162,678955;2279,090088;-3,085719;393,918121;14871,79981;2459,602539;3,708727;CF;A7;SC3;MPP;24h
161516;84705,39063;37072,07031;478,469391;4141,846191;5,023777;-256,508331;56728,55859;6780,8125;3,879051;CF;A8;SC3;MPP;24h
161379;121614,4375;79633,61719;4369,869141;13068,43066;-17,375284;856,23175;4722,862793;373,144073;4,171295;CF;A9;SC3;ST-HSC;24h
137577;112673,9688;50471,47266;764,983704;4307,866699;-12,1388;1001,784668;20053,36914;2,144062;4,387059;CF;A10;SC3;ST-HSC;24h
152211;76769,28125;58333,80469;-121,368813;6196,154785;-12,51704;13627,2002;4261,570313;2,496034;4,630463;CF;A11;SC3;HSC;24h
96195;153511,2031;75973,17188;2740,54834;2765,788818;-12,460304;9793,845703;1292,779785;271,862823;4,807951;CF;A12;SC3;HSC;24h
137151;80292,875;47326,30078;-189,072205;3560,857666;-48,021702;24195,24805;39230,28125;38,49234;4,97473;CF;B12;SC3;HSC;24h
173185;105093,6641;64839,53125;71,191025;4828,635742;-46,196934;9297,927734;4068,351318;86,705505;5,168282;CF;B11;SC3;HSC;24h
155618;92059,59375;44226,35156;1821,254395;2138,517822;-12,49369;1022,889954;37795,70313;365,72287;5,368417;CF;B10;SC3;ST-HSC;24h
135233;95862,83594;49449,26172;893,636292;6651,004883;-5,162594;-299,187195;17973,96875;309,453491;5,54699;CF;B9;SC3;ST-HSC;24h
151054;73543,19531;64765,75391;3824,038818;2969,024414;-23,237526;-26,183241;4403,15625;2597,277832;5,676073;CF;B8;SC3;MPP;24h
138773;112590,6641;73814,51563;3034,499023;3978,40918;-23,152679;-901,65979;30894,70508;1537,735229;5,834025;CF;B7;SC3;MPP;24h
162976;116408,1875;78147,30469;2934,762939;13670,32129;-52,186375;6756,287598;1181,311401;118,862068;5,97577;CF;B6;SC2;HSC;24h
166067;125683,0469;38367,98047;4310,662598;5914,458984;-40,198101;8422,169922;771,171997;496,671143;6,225468;CF;B5;SC2;HSC;24h
119083;110358,2266;40054,21094;4100,930664;1837,152222;-18,768745;697,83429;18625,64063;547,80188;6,395432;CF;B4;SC2;ST-HSC;24h
143190;63531,72266;38829,70313;3964,352783;4621,536133;4,213081;451,43512;4042,300049;200,004654;6,575017;CF;B3;SC2;ST-HSC;24h
150780;80714,13281;51899,47266;3754,25708;6550,730957;-13,16951;-303,040802;481,198639;1198,134399;6,696936;CF;B2;SC2;MPP;24h
141172;89197,64063;49130,34375;626,534485;1975,158203;-15,034942;208,706284;57350,25391;740,311096;6,853731;CF;B1;SC2;MPP;24h
163830;90012,79688;76741,91406;1878,616821;3812,501221;47,233337;-602,941833;19520,58594;2139,156494;7,002204;CF;C1;SC2;MPP;24h
147437;72340,10156;56544,04297;3488,935791;5689,678223;-0,65807;-507,811218;1969,761108;895,413696;7,192283;CF;C2;SC2;MPP;24h
111211;92590,33594;43226,75391;3144,889893;5484,036621;-6,563809;-43,590977;849,439819;440,158997;7,347123;CF;C3;SC2;ST-HSC;24h
134000;81986,24219;45131,94141;1285,864258;4588,712402;-19,452068;-958,094788;7067,810059;96,690544;7,551238;CF;C4;SC2;ST-HSC;24h
202378;101263,0547;78161,58594;2150,188477;7576,530273;-16,812366;5767,622559;1273,800293;71,098282;7,704993;CF;C5;SC2;HSC;24h
133681;71088,22656;65093,00391;638,859375;5801,900391;27,781103;3866,388916;5059,564453;-116,54126;7,880383;CF;C6;SC2;HSC;24h
137521;70627,69531;56591,64453;3048,544678;5203,265625;-18,033934;487,171143;1857,6073;2040,889648;8,044124;CF;C7;SC3;MPP;24h
148369;64151,71484;53683,28125;1135,418579;3246,942139;-22,474983;200,273895;8328,051758;3722,737549;8,222046;CF;C8;SC3;MPP;24h
150614;78904,14063;49364,77344;792,264404;5204,196777;20,509094;1725,710449;3683,116455;114,326973;8,399099;CF;C9;SC3;ST-HSC;24h
134922;82446,77344;47417,93359;1427,153687;6311,828125;-7,985498;-1267,035522;38569,95703;424,408203;8,560019;CF;C10;SC3;ST-HSC;24h
190993;100725,1719;80407,11719;7302,129883;7711,671875;-14,597973;6639,049316;1210,026245;-32,702953;8,693949;CF;C11;SC3;HSC;24h
167746;142329,9531;59807,02344;5159,447754;11344,91406;-14,943622;11623,61133;541,352966;40,015945;8,8697;CF;C12;SC3;HSC;24h
127224;69196,125;41232,3125;453,528351;1883,614258;36,744041;5079,473145;27973,4375;380,241516;9,255427;CF;D12;SC3;HSC;24h
101852;98358,26563;40806,29297;2655,716064;10244,27344;-21,095554;9339,267578;1350,80188;108,102562;9,422641;CF;D11;SC3;HSC;24h
130900;75885,11719;37155,37109;2315,62915;7206,762207;8,765471;-55,228432;6708,611328;293,170105;9,561997;CF;D10;SC3;ST-HSC;24h
168082;83766,48438;51991,10156;368,774567;5614,441406;-10,53371;2462,700684;20059,92969;224,591599;9,756851;CF;D9;SC3;ST-HSC;24h
151938;83990,20313;38960,60156;1583,930542;3245,292725;-1,417502;-226,194199;67895,24219;1301,681152;9,885861;CF;D8;SC3;MPP;24h
132646;80063,20313;36804,32031;1229,499023;1614,587524;-28,031685;448,39151;21538,96094;1965,004517;10,021962;CF;D7;SC3;MPP;24h
121679;112334,8125;39023,67188;4803,5;5858,489258;38,664169;5238,726563;756,756409;257,769012;10,179046;CF;D6;SC2;HSC;24h
144007;88129,02344;58800,28125;1906,629761;4169,776855;-18,825747;9815,121094;22472,74219;42,554955;10,368111;CF;D5;SC2;HSC;24h
136724;82753,79688;49519,47266;-68,093712;4525,253906;-35,902485;1622,729126;2688,072266;-11,671465;10,49495;CF;D4;SC2;ST-HSC;24h
140779;73640,77344;62713,00391;308,234894;5481,269531;-2,95314;435,520691;9887,180664;501,140961;10,645232;CF;D3;SC2;ST-HSC;24h
146594;80292,875;38360,84375;3582,259277;4342,530762;-11,692286;-221,097778;7035,819824;1329,08374;10,775328;CF;D2;SC2;MPP;24h
152320;81186,5625;60084,29297;4372,033691;2960,906006;-8,550186;802,231873;2112,882324;1600,556152;10,97416;CF;D1;SC2;MPP;24h
166671;83009,64063;64406,375;1574,083862;4291,07373;-10,589336;347,236938;7413,17041;687,426453;11,197594;CF;E1;SC2;MPP;24h
150480;88352,74219;53485,74219;2481,861572;3211,310059;-22,682564;631,684692;24929,75586;3204,550049;11,396934;CF;E2;SC2;MPP;24h
156075;92361,85156;52058,93359;2497,811279;3850,188477;7,761891;2034,533081;21583,90234;445,493042;11,550979;CF;E3;SC2;ST-HSC;24h
