Filename;FSC;SSC;CFSE;SLAM;Flt3;CD16/32;CTV;CD127;CD48;SCA-1;ckit;new_value_CV_VC;Time;Condition;Color;Generation;Original_cell;Culture_time
export_H3 bulk ST-HSC SC4_VC0.csv.200;140436,9688;98135,80469;6290,147461;108,379295;131,322037;227,058014;46301,51563;1,970413;277,507111;212,638672;408,460022;5,985133;130,31366;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.201;149080,4375;86934,90625;5242,245605;8,111828;130,860489;156,988815;32204,85938;74,471039;963,803467;84,578011;303,254303;5,817678;130,816223;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.202;124259,1172;71537,50781;6355,882324;74,574028;83,514961;524,160522;41378,73047;-22,103611;683,684448;60,371113;475,624115;5,953806;131,42923;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.203;181625,2813;115506,6563;6644,930664;218,957031;157,721313;211,128036;43625,8125;20,52615;174,802856;585,511292;538,914551;5,983703;132,315247;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.204;179341,7969;109088,6406;8520,342773;-24,55818;108,969444;294,792145;43697,96875;105,152054;602,06134;304,197418;956,813416;6,060555;134,511826;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.205;168378,5625;110417,3828;7424,630371;129,440979;153,876205;122,048843;50109,8125;158,607285;1624,715332;171,599136;279,35083;6,060328;135,478943;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.206;132046,4063;70148,07031;6552,457031;496,729156;91,777733;272,499146;41826,30859;3,047604;18,90453;1493,670898;318,668457;5,966464;135,762711;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.207;149403,2344;90612,19531;7195,848633;-12,304584;126,659157;179,036453;42830,41797;87,581993;63,864384;1355,282959;284,034027;6,002512;135,837555;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.208;145525,0625;101080,0078;6775,498047;129,486023;136,808319;634,754456;46902,80859;25,320276;1276,53772;71,195366;702,559814;6,011921;136,082565;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.209;118320,6406;67109,75781;6470,07373;68,072304;135,79364;186,480728;30659,61719;-47,697155;14,938977;3847,251221;521,24353;5,867201;136,992722;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.210;190111,5313;130882,1484;7255,461426;72,608902;117,75956;220,916565;47762,02344;202,837097;1704,085693;272,269409;646,92688;6,038514;137,774948;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.211;128942,6172;81655,90625;6014,21582;184,058777;102,222389;316,089752;38558,85938;39,422096;565,609497;509,091003;617,686462;5,915163;140,331619;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.212;151135,5313;107393,6094;5949,134277;63,383099;108,039368;290,564056;34768,92188;135,140732;1019,46814;86,962067;268,329163;5,880049;140,486908;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.213;174059,875;129445,2422;8485,15332;84,23954;214,142532;131,332199;51521,60156;84,222252;513,838928;525,371216;352,307861;6,109861;140,669052;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.214;178408,3438;104522,5703;7452,909668;149,900482;122,134644;453,977814;40850,58984;150,627945;2108,430908;265,715515;692,573547;5,998757;140,732681;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.215;155829,3906;99034,3125;5207,763672;38,506268;116,636467;155,982025;36550,24219;97,12072;1893,287354;248,795212;367,075623;5,85452;140,945557;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.216;172533,4531;119345,3828;5341,331055;155,34462;127,443253;362,352295;31141,37695;98,675522;1261,253784;42,535252;540,463562;5,813116;140,992996;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.217;137998,0469;99688,28906;5106,075195;134,754272;121,528351;301,944885;32041,83789;80,25798;1159,543091;106,092484;793,183411;5,808037;141,865936;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.218;110094,6953;69264,50781;9000,047852;237,328293;172,483856;225,851013;57416,39844;-51,359348;15,755029;3441,133301;267,479034;6,16122;141,960632;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.219;141223,1875;106811,5391;7115,894043;83,017921;168,077011;168,603943;31892,89258;164,170944;1427,197754;180,46344;612,699829;5,90853;142,493896;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.220;177613,875;129337,4688;5869,090332;267,526794;90,940865;141,513443;29353,73633;143,267532;1980,722534;120,036697;405,49176;5,823897;142,511292;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.221;154506,1406;116888,7031;6276,243652;129,32814;151,350739;183,125763;38710,76953;135,923203;1008,124634;388,29184;369,755463;5,929466;143,249084;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.222;196397,8438;125189,3203;6078,417969;132,086166;102,114464;220,494598;34014,65625;98,455742;455,697388;85,359154;399,8461;5,879916;143,531128;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.223;149755,3438;117305,2422;7876,291016;95,531799;129,16449;307,872406;38828,76172;110,695549;1472,862793;76,351463;724,197388;6,000137;144,497269;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.224;146208,5625;77679,46094;9997,491211;112,962463;131,905869;215,17868;55588,07031;89,083992;479,288635;283,597504;411,345612;6,183559;145,029465;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.225;110720,6875;59198,82031;6762,319336;55,963593;183,812347;172,029175;32396,52539;76,139793;60,783085;1500,891113;310,553741;5,897691;145,460831;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.226;128834,4063;95869,97656;7283,945313;123,506279;128,768127;474,498962;34551,82813;186,948517;850,499756;416,611816;675,884827;5,940289;145,805649;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.227;118213,9844;63381,73438;7972,646484;161,81282;89,638252;159,686234;53735,24609;63,479229;78,775291;252,100754;357,370972;6,103648;146,186676;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.228;122323,25;56777,80469;4621,488281;18,6416;107,879791;254,09317;34431,60938;62,390476;469,574219;102,399597;398,16864;5,799505;146,241837;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.229;137881,9219;94621,53906;7097,583008;51,397438;146,488342;362,457306;38751,26172;-6,627867;715,293701;273,719299;346,410889;5,967555;146,66893;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.230;146388,9063;101344,8672;5828,181641;105,169525;133,050629;94,773117;24910,37305;88,736023;1226,423096;194,716415;307,936707;5,771344;151,611008;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.231;158998,0938;132583,7813;8722,166016;149,261459;110,362312;766,598816;54908,78516;113,139694;881,275635;112,004379;629,914124;6,137875;154,245804;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.232;119757,7188;69313,94531;5776,877441;59,797318;185,741058;387,995422;33755,42969;49,901306;484,913055;82,084473;520,617859;5,861941;154,286942;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.233;128531,8125;73153,78906;7848,38623;-99,189491;262,752899;420,94101;48209,89453;94,167595;101,181404;1897,119385;412,463348;6,065503;154,52179;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.234;151245,9688;95373,4375;6392,096191;61,963818;106,868958;163,346359;31756,08398;54,101387;336,33255;1255,741699;396,170898;5,874269;156,948654;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.235;133452,7656;125356,0313;8140,091797;24,688433;156,412476;264,914703;39673,21094;190,261108;1045,580566;536,492615;752,076965;6,016861;158,751816;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.236;129611,4922;67117;4994,430176;87,233093;87,797737;1469,380249;27441,20703;224,150543;794,395874;62,207371;602,041138;5,75365;159,850754;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.237;110393,6719;69699,42969;6505,76709;366,839386;150,652725;102,441933;38646,59766;-13,059103;-2,305922;2316,179199;284,036346;5,939987;160,107895;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.238;136164,5;81361,22656;7832,95166;217,596268;109,166519;496,246826;53921,75;-0,918503;414,977753;622,959412;398,380035;6,099284;160,250977;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.239;147560,2344;80234,875;5788,630371;-18,367998;119,944458;249,794418;33098,76563;61,965961;1369,295044;1046,146973;241,414841;5,856533;162,650604;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.240;120574,0234;92817,86719;5930,822754;89,341698;111,616592;721,729187;42615,64453;64,388725;687,617737;143,421036;536,489868;5,941595;162,95163;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.241;156395,5469;110887,5;5864,61377;173,824142;95,515205;287,683014;28764,19727;89,649261;1386,382324;210,994354;434,118744;5,817432;163,008041;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.242;146756,4063;78177,6875;4403,252441;140,365768;97,776711;118,07885;30996,27148;145,900436;1361,964111;106,025772;473,603699;5,752372;164,52774;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.243;158152,4219;114941,3828;9568,631836;172,332977;205,546478;272,441254;51993,01563;118,036339;364,016388;5,329504;604,36377;6,149563;164,644669;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.244;147833,3594;104676,9375;7740,311035;168,505493;135,641846;258,064972;46008,01563;162,315079;356,645813;387,905945;425,382141;6,046889;175,733597;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.245;157103,4063;111808,7422;7216,013672;490,681763;206,025467;556,120605;40195,20703;177,404068;325,462799;482,310028;533,928467;5,983871;180,624512;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.246;109352,1094;94619,64844;6570,290527;20,808027;138,430161;88,560776;35184,03516;113,479042;458,7659;47,977829;963,967041;5,914192;180,63913;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.247;146621,3906;92253,13281;5767,455078;369,445923;119,54776;111,516174;34642,62891;49,387299;528,433105;200,114883;293,796783;5,869407;180,669022;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.248;121290,6484;67315,27344;7861,149414;172,465729;196,710114;120,982155;39708,30469;175,072586;31,26827;1668,861816;349,011902;6,006425;181,058228;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC0.csv.249;173681,3281;108064;7594,144043;76,283348;167,647171;354,975159;32840,42969;161,64682;1167,476807;57,983391;486,488373;5,937496;181,343002;SC4;VC;0;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.1;135002,1406;74031,64063;4413,350098;-20,407158;103,846764;410,16745;27718,6875;101,554611;492,659485;1030,973877;480,188782;5,718755;2,577508;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.2;130755,4297;58332,16016;3883,209229;97,508507;76,696785;231,797134;23121,02734;144,87262;198,121964;30,90143;246,816147;5,62376;2,933334;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.3;113900,1797;70220,4375;5040,925781;149,510559;137,490494;120,80249;25144,88281;52,248917;52,145935;1038,930542;248,808121;5,729658;11,889599;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.4;130934,2969;82612,29688;3406,136963;151,347763;153,052887;150,863617;22066,45898;88,634521;1561,465454;148,618042;719,045044;5,56917;22,362539;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.5;149298;69432,1875;3951,464355;62,467503;72,145836;160,985489;23334,49023;121,27858;681,654358;171,824265;449,198578;5,631933;23,785358;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.6;105301,3516;67281,63281;3266,320068;92,122643;130,002136;140,963562;15950,47656;48,393375;575,444824;105,04454;219,210617;5,456625;29,375231;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.7;156792,4375;83997,21094;3455,68335;86,120529;119,88298;442,544342;17463,69141;244,089661;1633,437622;101,333679;467,285797;5,501764;30,891174;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.8;151580,8281;111473,4844;4160,88623;81,004936;111,536041;370,63501;21804,79883;72,969475;1776,028564;154,882843;781,35083;5,62697;35,151188;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.9;147162,875;57549,51563;3887,770996;41,722553;110,763687;249,863419;20666,64844;147,630661;1029,816895;188,814575;210,010498;5,589658;35,636662;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.10;143518,9531;87669,60156;3384,386475;15,170467;102,155258;298,478119;22903,0332;46,193897;1267,486816;150,489578;405,1138;5,578629;36,284519;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.11;142046,4531;87655,67969;3511,954102;84,965164;87,26062;171,949646;19807,46094;84,585953;607,779236;149,18985;495,787537;5,545398;37,330997;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.12;151334,9531;96140,3125;4151,145996;12,55457;87,735054;813,138428;21161,91992;118,424416;678,12915;25,779306;817,573669;5,617061;38,761471;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.13;114391,0078;81578,39063;3760,288086;203,980804;90,119812;109,897614;18064,3418;112,240173;702,56842;85,015144;416,62561;5,538091;39,753803;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.14;97569,14844;48964,86328;3072,422852;118,79364;130,281693;220,063263;17450,29297;85,473465;471,44162;138,827698;333,507446;5,465429;43,329338;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.15;119023,7422;53846,29688;4057,193848;107,816956;94,351852;264,473999;28032,31641;109,42366;478,985565;82,277199;610,630737;5,696371;51,854515;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.16;120036,5781;64903,26953;4258,432617;84,269562;121,505035;660,597107;21486,97461;165,053482;688,449707;104,333305;778,456055;5,629578;52,682098;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.17;143912,4219;65962,08594;3501,051514;48,888924;91,273331;248,707352;18934,57422;130,943665;1284,470215;41,874657;433,409943;5,530603;53,857613;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.18;141676,2031;77860,375;4006,68042;126,630432;81,082138;688,275879;29007,19531;138,361954;1186,139893;116,401611;565,381226;5,703022;60,82246;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.19;139008,7344;76513,6875;4236,447754;98,04599;113,123711;690,333984;22148,85352;237,461777;1239,503906;107,326302;529,480042;5,637305;61,176926;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.20;140292,5313;69876,47656;3986,255859;25,125114;155,612762;296,363831;19927,43164;149,150772;995,574463;117,515038;422,741455;5,586155;62,892479;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.21;122530,3047;54745,625;3857,589111;73,530785;82,847855;245,539383;20219,32422;83,14463;577,760437;218,543732;343,420074;5,580545;63,134926;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.22;131786,9219;75653,75781;3773,584229;120,327637;82,323547;310,446777;18214,50586;88,18187;952,828552;131,623322;313,780914;5,541717;63,46244;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.23;124072,2891;63291,51953;4549,305176;105,431511;120,345512;185,087082;26216,47656;62,547554;352,917572;172,355865;325,571472;5,710962;63,666576;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.24;99979,64844;52135,44922;4176,419922;68,556801;90,617775;213,254517;23718,99219;89,696411;505,949615;100,790405;809,88385;5,653955;64,404587;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.25;141289,3906;72422,09375;4782,036621;160,106766;158,319901;227,889893;20583,14648;127,660385;1147,881836;163,287476;303,401184;5,651993;65,946495;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.26;135632,2813;64913,50781;4418,115723;39,977234;106,581871;290,243195;24618,36523;79,529938;647,287476;44,572605;581,850708;5,682661;66,054092;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.27;129569,3828;70226,91406;3529,143311;229,830475;100,271561;212,945709;23868,81055;60,589066;1159,290283;178,286758;511,399506;5,604175;69,527245;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.28;132390,9531;81075,73438;4597,449707;111,620972;138,184113;146,646271;26083,36133;135,443802;1133,62207;29,217813;535,011047;5,712631;74,187485;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.29;126406,5234;64798,4375;3834,752686;87,378494;80,268173;280,301544;22820,84375;28,907717;170,016769;65,093864;246,986435;5,615891;75,720139;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.30;116455,9609;64561,04688;4098,794922;27,957039;146,484528;234,384628;26353,21094;105,349075;722,738525;143,572311;444,704254;5,680535;77,202621;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.31;125416,2109;78867,45313;4801,807129;82,837212;131,342667;323,671448;25577,13867;128,764114;286,614105;188,294464;349,736511;5,719968;79,556694;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.32;152667,9063;76419,19531;2801,741699;33,143929;104,089058;1364,211426;15809,19043;37,704704;482,268707;29,788513;354,573761;5,406777;80,867813;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.33;124685,6172;73511,14063;3022,365234;22,3596;116,755211;193,200897;15955,41016;144,245346;1133,060303;46,673058;387,869324;5,432882;82,202301;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.34;180126,9219;112573,8984;3533,599854;422,952423;73,222389;582,743164;20670,66992;97,510849;1646,473389;50,912563;543,901062;5,560385;86,574699;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.35;98379,75;47885,41406;2696,148682;44,639008;83,562965;207,143661;14882,88281;135,59935;386,749756;123,081238;221,700073;5,376438;90,617546;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.36;115167,5625;82703,76563;3240,106934;397,835297;87,795807;101,774788;23184,57227;124,757584;240,585678;48,807617;248,064346;5,569002;91,878281;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.37;135244,1563;82197,88281;4484,533203;207,799454;101,994789;187,928436;26734,78711;65,832161;1921,829346;112,63694;471,405548;5,71257;92,11451;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.38;117312,8672;53921,78906;3354,625;68,975815;115,05014;37,225029;20888,22266;105,641792;582,061096;61,276855;345,935272;5,547638;96,174255;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.39;145246,9688;65677,53906;3992,188721;61,35463;119,867905;212,420532;27950,63477;94,457794;863,619141;67,997261;395,548676;5,690515;97,289238;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.40;140381,2031;88888,67969;3787,863525;31,178295;116,470558;115,829018;20274,73438;148,839432;590,026489;244,481247;382,046173;5,575784;98,795006;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.41;131621,3906;86666,875;3706,356689;18,471973;141,346497;617,754944;23790,01758;191,610703;1208,525757;46,334015;539,142578;5,618205;101,434937;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.42;138153,1875;67240,78125;3527,572021;53,298367;142,550674;820,028564;18790,88086;250,721954;1014,735046;69,311172;579,12384;5,530581;101,968559;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.43;130434,3281;71503,71875;3096,185547;251,116867;134,223083;377,394348;21518,66992;14,233407;216,684113;42,565258;220,214508;5,532151;103,757545;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.44;132707,9688;73802,39063;3371,5;418,971191;91,582817;57,028202;20813,27539;96,099709;667,862183;34,483124;349,300476;5,548076;103,925583;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.45;126121,8516;76397,07813;4376,592285;120,514183;115,513824;399,084229;24291,5293;125,845711;1274,795776;91,04657;760,457214;5,675657;106,156189;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.46;128225,9453;60832,20313;4334,802734;90,136719;89,966896;140,062073;28489,10352;186,333496;894,030151;244,305374;485,921478;5,721659;107,424606;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.47;165847,875;97784,92969;3923,897217;34,77602;92,232811;1147,733398;24738,54688;98,05175;1463,165894;75,894958;577,934448;5,647727;108,214653;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.48;118535,9063;64790,55078;3822,38501;181,086334;132,196457;129,644379;21809,40625;35,48431;858,10376;162,314209;536,386719;5,600977;111,520523;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.49;154885,5781;87433,72656;3732,938232;122,764168;138,875;415,292877;26839,95508;144,476669;1539,042358;150,315948;783,635742;5,657443;113,544914;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.50;113990,1953;110564,9375;4348,369629;221,271927;106,910141;122,677711;23407,34961;28,446533;43,150311;407,409485;53,973949;5,662284;115,405212;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.51;138616,9844;107804,6719;4220,959473;85,690308;132,393036;1582,97522;28383,73047;95,969231;1212,771362;99,162659;1027,054077;5,712348;116,997208;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.52;154359,3438;83755,97656;3948,93042;86,466011;100,844246;1067,85083;21575,55469;-32,716705;1842,098511;127,240204;532,723206;5,607669;119,350945;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.53;113132,7422;55210,23828;4161,883789;111,328209;195,996719;313,661438;30488,92578;-12,485737;416,960358;64,880241;410,37381;5,729992;125,307907;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.54;138040,1094;76572,95313;4351,125;73,70002;162,214279;810,609009;25559,08789;160,09758;1094,306274;132,721527;607,699463;5,689485;126,097954;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.55;128462,7188;71044,99219;3498,656006;356,802216;136,205643;217,661835;24651,91211;88,10173;393,122894;112,100548;607,945862;5,611424;126,185318;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.56;127261,9453;66281,72656;3413,655518;132,524628;119,530701;240,255692;18916,45313;65,341522;582,513733;85,146637;331,272125;5,522546;127,031326;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.57;152235,3125;86664,78125;4073,073486;228,92305;135,388351;131,157608;27964,89648;204,488464;1615,150269;157,633881;323,578461;5,696831;130,850601;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.58;130368,4844;85044,375;3940,201172;142,952713;115,988731;1143,870605;20923,12695;46,752068;1076,155273;59,943375;643,566223;5,59756;133,901581;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.59;113914,875;84182,11719;4630,818848;166,89267;87,15239;269,907043;25593,37109;-34,114971;833,053223;375,40741;416,841064;5,709028;134,992569;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.60;139128,1563;54680,21484;3642,881348;100,451256;128,16803;169,718033;17914,64648;80,811638;729,990662;113,164734;350,447815;5,525795;136,197479;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.61;135831,9844;62667,10938;4609,949707;54,08543;105,87677;853,428894;18839,29492;131,041138;1058,914307;214,097366;505,012665;5,613552;145,428757;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.62;139922,4844;96738,42969;3118,253662;20,771385;98,9319;4449,960938;16274,79688;-224,180511;477,847107;33,121288;374,154907;5,44856;146,082016;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.63;163445,0156;85121,17188;3737,945801;143,747345;128,655853;319,638;26514,66992;103,965561;1727,487061;89,08033;709,704956;5,65411;146,529205;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.64;141710,3906;75906,50781;3771,641113;147,345245;146,893936;301,211121;24074,79883;196,460175;1840,833618;160,256332;689,310303;5,627222;153,606079;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.65;175403,875;155339,7188;3256,077881;122,749199;77,719002;7916,368164;16710,53711;-237,493301;529,480286;24,916904;379,076508;5,469955;154,338409;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.66;129862,8281;74316,03125;3227,351563;188,930969;170,963867;94,500198;24409,15039;138,059921;1304,947266;29,905849;393,869293;5,583597;154,75531;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC1.csv.67;124115,0703;54560,28125;5183,318848;91,468872;91,227592;335,358765;22221,62695;166,116806;1026,238525;213,329987;285,499329;5,700259;169,471436;SC4;VC;1;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC2.csv.1;164284,7656;122109,2813;1359,267334;108,379967;106,484375;2724,735596;10866,39551;-72,866272;273,00592;-31,03124;288,089661;5,069525;17,104111;SC4;VC;2;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC2.csv.2;139398,25;108130,0234;1354,550171;5,48947;87,988716;3058,656982;10566,32031;11,934044;332,74826;6,396692;290,791168;5,059857;40,519581;SC4;VC;2;ST-HSC;24h
export_H3 bulk ST-HSC SC4_VC2.csv.3;146363,3125;92132,71094;1517,522949;-0,444306;84,884819;2981,070801;12514,44238;50,74968;415,256897;37,181892;297,624603;5,14671;53,728397;SC4;VC;2;ST-HSC;24h
