Filename;FSC;SSC;CFSE;SLAM;Flt3;CD16/32;CTV;CD127;CD48;SCA-1;ckit;new_value_CV_VC;Time;Condition;Color;Generation;Original_cell;Culture_time
export_H10 bulk HSC SC5_CF0.csv.65;157708,125;125012,6797;13605,93555;1764,623169;182,704666;188,701294;49,313751;-73,160408;-43,013622;4493,424805;504,606506;4,120097;119,478233;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.66;155738,1563;106832,9219;15766,83398;2784,52417;121,727402;149,365509;28,014906;-312,546661;-38,643574;5767,618164;301,112335;3,991712;122,422134;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.67;154532,9844;100222,9766;20639,50977;3767,413818;101,316757;239,590836;6,11519;-257,657227;-177,079285;11668,39648;261,868835;3,607029;122,488037;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.68;162109,2344;93509,75781;27687,07031;3880,603271;50,52721;177,536255;21,537088;-28,07139;-46,925449;311,813568;406,80899;4,08387;123,59214;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.69;191660,8906;152785,7813;12929,14258;579,036499;135,181244;332,690186;81,983971;270,59494;2496,110107;175,820358;489,344971;4,26053;125,091545;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.70;189581,5313;151785;10385,05273;1788,540161;104,491585;244,680435;63,199825;88,502251;737,376099;77,681633;395,460297;4,113328;125,941521;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.71;137303,5156;85892,5;16973,44922;1063,511963;154,325668;89,198898;52,323654;-235,005936;-39,382141;8558,915039;270,064819;4,206202;127,910118;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.72;136341,5469;87625,44531;15634,7168;1589,76001;122,420822;175,856567;36,611671;122,682831;3,663679;623,293396;290,466644;4,071315;127,98317;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.73;142945,125;98706,89063;16353,33887;598,447144;82,123093;84,028618;44,36105;53,740841;17,568893;3705,830566;195,682648;4,144076;130,596542;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.74;141431,5938;114117,0938;11862,08203;2544,328369;37,303215;150,574295;27,459984;-30,576645;-85,810173;4856,245605;517,000977;3,898181;133,55014;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.75;135208,1875;82751,33594;13841,47754;557,378723;341,245911;303,149628;58,723858;46,295162;54,551083;2982,586182;199,953537;4,178999;134,668533;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.76;154610,3281;106089,8516;18863,18555;2756,208496;67,005104;117,660324;14,577982;-139,497299;-61,886349;2729,779053;264,325134;3,846175;135,960693;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.77;155928,1406;116888,0859;14312,45508;1286,955444;113,121826;159,910889;70,787041;-48,051338;-12,387901;4522,503418;346,209351;4,246648;139,121414;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.78;144804,9063;103723,1094;14444,36035;1486,695679;77,275879;291,530792;58,92968;47,124565;-6,844712;1231,403809;357,20575;4,193166;139,565353;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.79;127875,7344;65642,0625;17793,14844;912,643005;211,905472;137,576904;39,821323;-52,646332;90,093437;3103,758789;236,267319;4,136835;142,234772;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.80;157811,1406;80159,61719;16525,27344;1829,914551;42,531834;56,269844;70,629379;258,208679;99,91748;49,350628;294,705597;4,290112;143,883163;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.81;123737,5703;70598,98438;10978,41504;1477,845825;136,038834;159,434189;72,530754;98,358101;299,936493;107,762611;305,293396;4,172681;145,079971;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.82;138578,9688;94755,71094;17631,55273;8410,591797;4,130404;213,124863;6,592051;252,295685;524,962219;63,696918;396,615814;3,581716;145,964417;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.83;125134,5625;69781,45313;13200,99121;642,184753;166,717346;372,092865;25,966038;-154,330063;-34,875988;11601,74609;284,878143;3,913845;150,625168;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.84;102579,5547;54381,97656;15653,25;1351,973633;228,658524;253,568069;27,874138;-264,79892;-40,352566;6213,272949;147,022247;3,987945;150,887589;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.85;105121,0234;57686,73047;14155,0459;530,571777;205,462341;222,940643;23,078581;-59,235451;2,638728;4497,341309;186,274475;3,899072;151,800903;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.86;148621,0781;89695,86719;12813,10742;1311,203125;117,313622;160,432388;29,846926;-112,782448;-27,881083;5272,927246;311,321899;3,947462;152,27179;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.87;110690,7344;73458,45313;11021,69434;1278,313354;56,368137;157,568542;37,309216;156,37262;276,353729;73,647247;238,099609;3,969743;154,518738;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.88;161723,7969;103266,0469;10400,90137;2725,061035;67,698891;114,660461;45,793163;218,938629;509,919647;-4,8962;192,2276;4,014862;154,975632;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.89;146190,8438;96171,28906;16696,75391;1315,999146;49,205185;182,778137;61,910961;146,21077;2333,237793;109,59063;484,846191;4,252823;156,647018;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.90;183982,3281;123991,1172;12978,13867;1344,429077;150,533981;117,240303;50,234383;140,717087;40,020187;57,488018;272,47644;4,11127;156,759827;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.91;166150,6719;134125,4063;20490,91602;161,49823;171,953445;239,027405;91,926651;225,812424;2767,941162;244,388504;627,132507;4,437097;156,958771;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.92;122601,6484;79760,22656;16103,21777;718,962891;181,983093;163,533142;37,422932;-69,982666;-2,07568;4835,989258;267,689636;4,087113;157,227692;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.93;165330,0938;131248,7969;13337,14063;983,887878;74,404922;223,766449;56,841614;8,129282;1080,405273;102,644516;617,537659;4,157596;158,237762;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.94;156546,3281;78640,53906;10603,89258;553,49469;133,217453;195,937881;52,82156;100,572701;688,138123;862,888489;554,959961;4,064645;158,596832;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.95;133569,0469;59967,94922;13001,73828;2649,198486;144,957352;172,768372;27,796824;-195,960388;-60,865269;3403,96875;145,139938;3,930097;164,542084;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.96;117806,1016;80474,57031;15124,95508;2468,032715;69,922424;196,826584;34,567074;-50,523926;-51,074253;5638,503418;299,170044;4,043489;166,468842;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.97;147101,8438;100792,0078;12700,79395;874,185547;78,695976;85,84671;28,804296;95,56945;165,322891;1706,027588;267,549377;3,933839;167,729355;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.98;138031,0469;90327,32031;10033,43848;2143,995605;111,041832;201,545059;23,910645;-152,484406;-11,285985;3622,937256;170,616714;3,804264;171,682922;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.99;133170,9375;108658,9375;13234,05078;2759,841064;59,623795;155,181931;24,647287;145,165115;620,265991;184,545197;267,184174;3,898606;174,278305;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.100;170230,5313;98892,10938;11100,85938;2406,017822;66,163666;164,890167;54,843716;50,29731;11,490894;53,977364;515,68042;4,090248;177,097672;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.101;172554,9531;106964,375;14223,09766;2839,462891;96,932175;31,065802;65,898582;144,660721;11,580711;92,494591;816,575378;4,22275;183,383347;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.102;121493,2969;77332,42969;14457,0625;3368,309082;123,468613;77,468636;34,008873;151,941864;-44,090736;65,214439;133,581924;4,02462;184,933792;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.103;151361,25;72960,84375;10349,65918;1972,195557;55,578987;51,449406;32,452133;104,030205;-23,279131;30,809704;420,674194;3,907592;185,734848;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.104;173779,4063;108221,9219;15256,125;2009,144409;58,192005;405,537933;47,464664;-248,404678;-19,425087;4018,69043;392,171692;4,143515;188,15567;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.105;164948,1719;106884,1953;11437,78418;1753,947266;110,640381;847,303284;95,3964;243,228821;1986,882202;195,692963;271,731842;4,269422;196,179626;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.106;113188,7344;65914,0625;15406,65625;1096,716797;115,974312;204,092285;21,692661;-124,449181;-27,871855;6350,883789;335,551514;3,906073;196,636841;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.107;177261,6719;134085,4688;15720,50586;1845,215942;45,095379;94,426941;53,162708;97,901711;118,347702;1,931713;222,799423;4,187539;201,868347;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.108;134716,125;74467,60938;21432,21094;2943,414795;196,278214;309,598419;10,728804;-173,996704;-107,234947;6647,992188;232,462265;3,791237;202,947708;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.109;180184,9844;106405,5234;16618,32422;3471,715576;38,335266;146,124756;37,265396;161,348679;-46,981411;41,244587;197,742249;4,095487;203,178085;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.110;127036;83188,63281;12556,3457;755,178223;89,640312;143,966263;50,235718;80,802216;199,279572;611,423645;272,736664;4,101131;207,018005;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.111;124820,2188;79559,88281;9928,389648;1070,252808;71,184669;174,329758;32,155602;-67,957413;10,293287;3108,100342;207,855774;3,892011;207,100067;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.112;160544,2969;123917,1563;11852,89648;3344,900391;30,108934;150,65419;26,83498;126,577393;-12,298423;38,99913;152,789322;3,890873;207,406952;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.113;158180,7813;90966,09375;11330,08398;2437,419922;58,247036;165,845779;44,371391;104,201851;15,581747;83,00029;365,237427;4,031454;208,669464;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF0.csv.114;144645,9844;83585,125;16069,9043;2480,872803;51,194889;16,289473;59,816357;239,137573;-7,522317;31,430443;209,629425;4,230502;211,802902;SC5;CF;0;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.1;109766,5781;71211,13281;8363,802734;1884,679932;43,215302;99,022751;22,49589;142,478561;-22,246239;274,014343;166,268036;3,72964;1,570188;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.2;137469,3281;82116,89063;9025,703125;2255,958008;66,525833;59,889923;25,202122;170,769272;0,423901;241,19072;167,031082;3,787913;3,18672;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.3;152117,4688;101669,1172;8420,790039;420,461639;134,944534;1522,870605;67,194511;199,926987;2668,895508;96,826683;403,248444;4,067764;3,783861;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.4;155089,5625;99872,14844;8661,270508;1172,563843;74,145119;65,54026;67,421349;152,25885;62,578197;16,879982;257,476227;4,077446;17,564716;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.5;209535,6094;167196,875;9980,197266;2540,84668;87,818924;137,466019;58,902634;200,730667;688,943604;80,378311;551,627197;4,079493;19,790728;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.6;153721,2344;75570,27344;7352,112305;646,970093;98,459213;94,922089;42,762177;173,7397;800,207275;63,021576;242,15332;3,8873;20,440994;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.7;102618,0547;50443,39063;6937,063477;269,418335;104,191521;210,746017;39,406429;77,834129;748,004333;289,488098;327,19043;3,844358;23,753122;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.8;155745,7656;94734,15625;8353,436523;215,419006;116,340378;124,728134;58,015968;69,084167;1294,219482;55,828465;395,425812;4,020194;30,514456;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.9;110543,8984;60527,48828;6756,381348;1135,098389;119,399376;106,859604;19,516678;117,296478;64,36232;487,211151;286,706757;3,620472;31,874723;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.10;139924,1875;110571,3359;6556,725586;1148,769897;130,15773;578,910034;59,989662;124,102875;1972,781494;97,598267;442,648102;3,956095;32,042191;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.11;121339,2109;93714,45313;8795,793945;1614,408447;78,639862;85,066406;35,396568;153,29451;-2,19939;308,507996;228,731888;3,884305;33,450298;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.12;144309,3906;82297,21094;7436,65332;1463,846924;94,722656;115,297325;34,13327;151,819;54,684021;493,919006;421,82077;3,821598;33,704979;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.13;145004,7188;60523,90234;6653,741699;1226,046753;74,721428;184,920349;53,885868;183,187378;638,307739;145,838501;242,068893;3,927654;34,878986;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.14;144309,8594;87665,66406;8138,574707;2310,144531;55,250015;111,661034;16,531305;77,397972;0,095872;49,393623;286,496674;3,626648;35,256268;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.15;144356,2969;63800,77734;7836,206055;640,211609;168,240265;228,003159;71,713028;18,262487;153,590881;3042,360352;335,40451;4,065655;38,112934;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.16;149781,25;63340,16016;7568,333496;356,849274;130,573563;126,828598;46,562881;-1,288172;186,765762;2811,145508;277,607666;3,92235;42,010315;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.17;150862,6719;80792,0625;8726,779297;716,809509;93,453545;168,222;62,459404;123,306068;697,818359;82,167282;331,875122;4,056284;46,950241;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.18;140692,9688;60725,75781;7969,462891;857,605286;109,843002;28,611908;51,939716;150,447693;102,473076;55,132523;173,795319;3,971768;47,947102;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.19;114008,625;43248,94531;9626,369141;663,370483;73,150925;157,568573;35,976406;97,019974;206,115814;-4,516031;138,792221;3,917004;49,090347;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.20;129344,2813;59816,85547;7423,667969;701,802002;88,228325;79,643501;53,392334;168,102921;818,814514;82,202225;262,304657;3,958453;52,10738;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.21;134328,2969;70765,41406;7236,959961;1072,162109;84,533401;142,97438;45,159866;26,30743;15,73277;36,661884;182,305222;3,899205;53,967678;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.22;131234,6406;73579,41406;6735,101563;1525,523193;44,722897;1640,838501;29,426231;150,340515;1286,195068;-7,528674;369,089874;3,7456;56,836472;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.23;143587,1719;74565,14063;5854,166016;1082,940186;65,265213;97,421265;55,482872;119,383156;930,556763;74,16375;181,245758;3,897307;57,701393;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.24;115559,0078;52706,66016;6137,566895;631,514038;77,106018;127,88533;38,811974;73,998672;648,047607;92,940819;231,396545;3,802086;61,435913;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.25;153612,1094;118486,8047;8193,950195;1175,565552;131,237061;209,32016;39,702396;121,557846;989,95105;67,04702;286,009094;3,897792;64,486519;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.26;171380,3281;56573,56641;7353,869141;1168,044922;84,099052;92,392044;58,563972;180,805206;1325,477295;107,146828;347,230682;3,983943;67,515244;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.27;133946,5938;100575,6406;7493,441895;2118,904541;21,588322;135,253403;24,039267;75,066185;132,112137;71,860687;287,926331;3,716272;69,753487;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.28;128678,3438;77549,4375;7575,921387;1727,617065;64,718307;372,271484;58,53513;126,31868;577,282166;59,949509;344,082336;3,992927;70,478371;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.29;147368,3906;110501,1406;8265,658203;1753,136108;115,450211;150,958984;63,19043;79,165642;45,881271;-4,856078;370,727173;4,043186;72,077156;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.30;152139,9063;85766,67969;9128,207031;1147,827271;82,506859;100,365219;33,26207;101,696014;538,533569;133,04277;140,945206;3,876596;72,898849;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.31;130750,7969;70902,5;9277,426758;1366,561768;85,630951;78,820816;45,161182;148,023056;22,686317;377,868408;194,284134;3,975491;74,490395;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.32;144315,4375;85727,64063;7499,726074;2114,647949;163,835907;120,716248;31,836601;156,753662;88,695572;-16,892271;291,549011;3,802801;75,534935;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.33;122566,3203;70958,35938;8869,150391;588,788391;77,65052;95,98558;34,427254;85,125122;38,053467;19,072321;197,802826;3,878328;77,976685;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.34;153464,2344;101535,2266;7709,020996;560,620667;84,292099;124,897781;42,755001;150,779068;627,332336;31,017038;244,958298;3,901805;78,232582;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.35;145665,9688;70611,83594;9293,404297;1725,853882;96,764526;47,475986;49,087914;138,200531;100,738007;80,962746;203,702652;4,001623;79,499237;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.36;137032,2656;81494,80469;8560,625977;922,200867;147,737976;139,44577;55,297729;157,929138;2205,487549;796,226746;435,193665;4,012981;79,742157;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.37;97474,8125;76288,78906;7411,662598;1076,401611;90,412468;227,897812;33,49992;137,440811;1034,179443;56,042137;266,809113;3,814812;81,517113;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.38;158199,0313;93898,625;7404,410156;952,540588;117,645325;123,247215;57,118889;116,084991;1974,443848;212,656021;252,362869;3,978374;83,609337;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.39;106737,2266;66088,60156;8357,542969;1580,243408;99,593956;149,064407;33,831207;158,814377;-22,720873;64,768608;301,379547;3,854719;84,262344;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.40;161591,2344;104691,1953;7984,404297;365,846741;73,024811;141,468994;51,731659;146,908203;1366,335327;83,983444;225,32486;3,971111;87,033836;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.41;130814,0781;83734,80469;9395,630859;2680,503906;5,521876;300,565582;15,237046;-42,529701;27,240265;246,34729;286,150177;3,64572;87,282837;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.42;137853,5938;77868,28906;9756,313477;569,027893;57,47052;160,345459;37,871899;24,434414;676,224792;731,373169;270,810303;3,93689;89,759796;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.43;161312,6563;128297,2109;10038,98633;1680,015015;89,496727;143,173645;54,401749;125,177582;115,227821;99,750954;242,101547;4,056886;90,981857;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.44;152063,9375;157307,2656;9388,795898;1902,962036;149,475525;165,042404;32,890759;181,483566;1228,953979;105,239578;272,370514;3,881793;92,193291;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.45;132228,0625;58329,41797;7698,294434;1346,705811;153,627594;149,812851;28,114237;73,436928;111,781822;47,796726;158,913742;3,772641;92,754318;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.46;119239,2656;82187,75;9435,841797;1221,953247;108,775414;62,684544;59,216095;103,860252;699,27356;96,426468;456,122559;4,063899;97,407578;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.47;107357,2031;44912,84375;7327,581055;707,037964;74,791435;122,64579;41,391079;77,455498;134,179108;86,81839;172,040771;3,876266;101,448288;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.48;146891,2656;79373,53906;8650,923828;517,62793;111,402382;93,423004;50,50845;162,758118;339,37262;121,655128;213,730911;3,988384;101,699753;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.49;137449,3125;90115,65625;8125,408203;2016,921143;110,370346;68,126221;68,323044;70,268349;115,412407;118,004486;463,203522;4,061913;102,211815;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.50;146039,2188;94829,51563;7100,281738;431,072906;93,331543;145,607162;50,423607;109,630783;790,285339;12,966896;375,096954;3,927207;103,069962;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.51;165031,0313;81655,96094;7337,029785;1917,778931;37,985722;138,299377;47,618401;120,181992;38,512199;28,389582;193,195557;3,919702;105,676552;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.52;141483,5469;73710,79688;8994,371094;349,50235;86,863747;118,646057;50,114372;123,60247;437,445129;35,13485;334,861023;3,997934;108,255623;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.53;120303,9219;84134,5;7720,186035;1149,445679;188,914154;132,652084;23,77737;62,592922;525,176331;40,607216;102,412628;3,722063;109,347137;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.54;152781,2813;93287,29688;7578,257324;1232,577759;169,172028;99,955925;67,798019;192,628998;1503,014038;142,716553;364,906219;4,038136;113,101753;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.55;168666,5156;105206,2422;6911,040527;446,592468;105,047943;371,233795;74,009995;220,94516;1208,517334;59,434319;327,563232;4,036755;119,700798;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.56;201027,3281;114865,2031;8611,62793;81,673729;96,245148;14775,47656;59,626152;-423,8526;1966,193237;-66,275078;369,322235;4,037949;123,257111;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.57;125736,6719;95510,09375;8774,866211;2473,494873;40,515163;56,292431;31,77651;180,448196;12,330977;52,087868;335,981506;3,850442;125,635963;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.58;175626,5938;113989,4766;6953,111328;1395,820068;105,188461;617,395508;48,134003;169,458664;1976,87915;60,270721;339,567047;3,906504;126,152473;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.59;124967,75;62880,23047;9488,362305;108,268265;94,910721;168,264069;35,89468;43,874149;110,721329;1611,132324;163,382339;3,911871;127,335266;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.60;124848,9688;83774,23438;9576,710938;1446,442871;45,36676;121,542656;29,265842;74,999664;894,152527;152,248825;397,645996;3,852019;127,414215;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.61;166778,1406;135930,3594;7906,239258;494,348145;89,576538;159,386978;49,755405;84,441307;953,364441;96,417946;144,037338;3,956128;127,824348;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.62;156694,6719;115996,1797;9422,160156;1156,578857;116,157257;138,349579;41,356575;71,284737;108,734451;-22,623701;317,916901;3,953218;128,904633;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.63;166767,4531;111289,3438;9482,730469;3712,4375;50,874844;193,838058;26,488371;109,768768;279,581268;52,46981;166,904465;3,818369;133,448685;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.64;143691,8438;115776,8438;7827,324707;670,440002;64,748459;297,209351;52,879749;111,910233;608,026794;126,857468;496,189331;3,97175;138,186951;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.65;121394,3281;66116,07031;8905,251953;680,516663;116,23156;358,486237;59,472176;186,896942;1209,629028;133,877945;572,159241;4,047451;151,925522;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.66;152427,3906;119186,5859;9657,568359;1297,313599;85,066589;156,016052;34,64003;110,743912;522,700073;5,163976;294,99826;3,906373;156,070297;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.67;147330,7813;74457,44531;8919,145508;160,093002;114,382492;428,713379;32,101685;127,430916;593,902039;153,255341;288,229187;3,858576;170,787842;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.68;152646,1875;95890,40625;7627,030762;1662,392456;106,313644;212,181732;62,454754;19,483463;86,777634;110,328331;285,31134;4,014896;171,634811;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.69;138031,0469;90327,32031;10033,43848;2143,995605;111,041832;201,545059;23,910645;-152,484406;-11,285985;3622,937256;170,616714;3,804264;171,682922;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.70;140924,5938;69887,17969;8630,212891;2182,654785;26,103668;190,619263;37,07085;113,31514;-7,309415;22,543427;331,373993;3,892661;172,108917;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.71;138371,3438;122056,1641;7504,563965;1516,634155;110,477325;141,588593;54,141651;135,536453;775,4599;23,479443;160,228439;3,966061;178,763977;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.72;135955,3281;80063,25781;8137,462891;193,854691;109,185791;93,460579;57,232521;138,662384;803,096802;153,457077;411,304047;4,007975;183,068481;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.73;143363,5781;90833,28125;8624,003906;1074,454712;136,835815;170,367767;60,097351;127,744019;1827,843262;886,425659;432,423187;4,040807;183,48053;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.74;121623,9609;56965,83594;9206,350586;322,542206;133,363007;89,518616;41,890034;102,419899;77,936249;225,197372;429,218506;3,950039;184,327835;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.75;126150,2422;75798,24219;8211,546875;272,600342;97,269737;478,069031;42,743919;148,27269;714,832153;122,303558;368,533264;3,921119;185,3862;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.76;99347,73438;58554,46875;6225,417969;797,060364;129,802353;115,389305;49,306736;35,551167;93,938179;42,936779;137,387863;3,879948;196,53569;SC5;CF;1;HSC;24h
export_H10 bulk HSC SC5_CF1.csv.77;131583,1563;96504,46875;8804,943359;2445,919434;23,751165;191,612427;32,950546;41,360195;284,176117;149,7061;428,907654;3,862634;196,602905;SC5;CF;1;HSC;24h
